platform,channel_name,channel_display_name,channel_id,hours_watched,peak_viewers,average_viewers,airtime_in_m,followers_gain,live_views,last_streamed_game,avatar_url,channel_country,stream_language,partnership_status,channel_type
twitch,agustabell212,Agustabell212,114772787,911555,24654,10864,5035,12133,978227,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/d3e609e5-8a21-48ac-92e9-c2ff2a305c95-profile_image-300x300.jpg,ES,es,partner,Male
twitch,baiano,Baiano,140772558,908132,68443,21285,2560,3544,1134039,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/ec5ec8ec-94ec-4a6c-af54-e2ba0bb6edfc-profile_image-300x300.png,BR,pt,partner,Male
twitch,roshtein,ROSHTEIN,72550899,906266,28299,16379,3320,1556,1685800,Slots,https://static-cdn.jtvnw.net/jtv_user_pictures/ab4a35d8-8008-41b8-b0e5-db622e4c0a6f-profile_image-300x300.png,SE,en,without status,Male
twitch,montanablack88,MontanaBlack88,45044816,902309,58007,28875,1875,11560,2807735,FIFA 23,https://static-cdn.jtvnw.net/jtv_user_pictures/6f36c08a-6f7d-40f1-a9e8-12eee2ff0f93-profile_image-300x300.png,DE,de,partner,Male
twitch,pgl_dota2,PGL_Dota2,87056709,892302,122277,40104,1335,11609,3940760,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/356322d8-9ed7-463b-bc36-7798a03bacbe-profile_image-300x300.png,RO,en,partner,Organization
twitch,moistcr1tikal,moistcr1tikal,132230344,873001,31292,16168,3240,41323,2144302,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/df6f775d-8794-4cbe-aa85-dbdc72975696-profile_image-300x300.png,US,en,partner,Male
twitch,hasanabi,HasanAbi,207813352,870636,45713,29184,1790,7974,2467019,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/0347a9aa-e396-49a5-b0f1-31261704bab8-profile_image-300x300.jpeg,US,en,partner,Male
twitch,fps_shaka,fps_shaka,49207184,860187,25705,13950,3700,2492,1100295,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/61f568bf-884b-4126-b17c-fc525c6d3bd4-profile_image-300x300.png,JP,ja,partner,Male
twitch,shylily,Shylily,100901794,855738,13271,8384,6125,32661,1842526,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/b71dc71f-0343-4809-bb85-8d13236effb3-profile_image-300x300.png,DE,en,partner,Female
twitch,hanryang1125,풍월량,103825127,784556,24125,14734,3195,1607,1991446,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/7d354ef2-b2a8-4276-8c12-5be7f6301ae0-profile_image-300x300.png,KR,ko,partner,Male
twitch,trakassinn,TrakasSinN,49223732,768054,18259,9019,5110,21846,767434,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/3483921c-e2ba-4730-a541-96e4fae5d2fe-profile_image-300x300.jpg,ES,es,partner,Male
twitch,rubius,Rubius,39276140,766428,58531,32965,1395,23470,2977768,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/a2592e98-5ba6-4c9a-9d9e-cf036d6f64c2-profile_image-300x300.jpg,ES,es,partner,Male
twitch,trymacs,Trymacs,64342766,762557,36118,21281,2150,8469,1898934,FIFA 23,https://static-cdn.jtvnw.net/jtv_user_pictures/22a56845-20d0-4e14-932e-0ec099b088eb-profile_image-300x300.png,DE,de,partner,Male
twitch,alanzoka,alanzoka,38244180,733314,28520,20513,2145,12106,2291229,Grounded,https://static-cdn.jtvnw.net/jtv_user_pictures/15cec952-c1ba-4ff8-a79c-53c2fa5bd269-profile_image-300x300.png,BR,pt,partner,Male
twitch,sinatraa,sinatraa,138094916,725957,38021,13160,3310,19008,1874661,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/d5de7613-5632-4c20-bf83-132f5e4c28ac-profile_image-300x300.png,US,en,partner,Male
twitch,penta,PENTA,84316241,721500,11304,5895,7345,1550,1027522,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/2a74b7da-4c2f-4a20-8a02-c7d77064c281-profile_image-300x300.png,US,en,partner,Male
twitch,summonersinnlive,SummonersInnLive,40336240,719557,34577,9542,4525,2348,978265,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/09591203-8837-4d41-abd7-2f2e5ab5e451-profile_image-300x300.png,DE,de,partner,Organization
twitch,woowakgood,우왁굳,49045679,715974,32178,15622,2750,3090,2544789,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/ebc60c08-721b-4572-8f51-8be7136a0c96-profile_image-300x300.png,KR,ko,partner,Male
twitch,elspreen,ElSpreen,157658336,715490,65188,47966,895,30699,2794156,Minecraft,https://static-cdn.jtvnw.net/jtv_user_pictures/1c14619b-d930-48d4-bd17-91784c8bde0f-profile_image-300x300.jpeg,AR,es,partner,Male
twitch,rocketleague,RocketLeague,57781936,708494,66556,28627,1485,8616,1978572,Rocket League,https://static-cdn.jtvnw.net/jtv_user_pictures/4f182bee-012a-4955-9bd2-55d903f84276-profile_image-300x300.png,,en,partner,Organization
twitch,amouranth,Amouranth,125387632,703660,18168,9239,4570,18051,5599226,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/73a412eb-6d1c-4a1d-8711-aca8e1d144cb-profile_image-300x300.png,US,en,partner,Female
twitch,beyondthesummit,BeyondTheSummit,29578325,701417,23171,4176,10080,3479,2318586,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/f170344d-7a60-47fa-8be6-a74e803fcf12-profile_image-300x300.jpg,,en,partner,Organization
twitch,westcol,WestCOL,168732568,700665,86647,28599,1470,49842,3147333,Just Chatting,https://static-cdn.jtvnw.net/jtv_user_pictures/61709703-17fd-4190-a5de-82d6aba055a6-profile_image-300x300.png,CO,es,partner,Male
twitch,noway4u_sir,NoWay4u_Sir,85397463,696665,21708,13043,3205,1368,903405,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/9e619d88755f56a8-profile_image-300x300.png,DE,de,partner,Male
twitch,rocha4444,rocha4444,47154583,693596,18506,6779,6140,16192,619291,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/827ee430-d10a-4cc7-8dd5-b1520acaf17a-profile_image-300x300.png,,es,partner,Male
twitch,casimito,casimito,254489093,690079,47035,20703,2000,15220,1722087,Sports,https://static-cdn.jtvnw.net/jtv_user_pictures/32805a78-d927-48bd-8089-bf5efed53ea4-profile_image-300x300.png,BR,pt,partner,Male
twitch,handongsuk,한동숙,139470326,687364,26733,13479,3060,869,2036537,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/c5a2baa2-74ed-4b72-b047-8326572c9bfa-profile_image-300x300.png,KR,ko,partner,Male
twitch,shroud,shroud,37402112,678601,62402,20669,1970,5644,2263543,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/7ed5e0c6-0191-4eef-8328-4af6e4ea5318-profile_image-300x300.png,CA,en,partner,Male
twitch,nix,Nix,67708794,649832,81790,28461,1370,7527,2544214,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/c8ff98b9-b235-47c1-8079-ad10f5099dc2-profile_image-300x300.png,RU,ru,partner,Male
twitch,xlibano,xLibano,82746503,639364,14419,7267,5280,14991,422751,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/bfdd88e0-a91d-4054-b29a-4e72c812a5da-profile_image-300x300.png,,es,affilate,
twitch,stylishnoob4,stylishnoob4,50988750,626276,31908,15923,2360,1875,1772273,The Bathhouse,https://static-cdn.jtvnw.net/jtv_user_pictures/stylishnoob4-profile_image-08271f11296c16df-300x300.png,JP,ja,partner,Male
twitch,riotgamesjp,RiotGamesJP,104833324,623384,44508,16849,2220,4243,1098208,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/6d7af149-96b2-4e95-9ede-a1c818d15cb0-profile_image-300x300.png,JP,ja,partner,Organization
twitch,jltomy,JLTomy,155601320,606213,19250,10363,3510,1930,1549504,Grand Theft Auto V,https://static-cdn.jtvnw.net/jtv_user_pictures/aa2bc80a-e317-494a-a94d-7492889e4f66-profile_image-300x300.png,FR,fr,partner,Male
twitch,loltyler1,loltyler1,51496027,605643,24364,13510,2690,2661,1651737,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/f3591dbe4ee3d94b-profile_image-300x300.png,US,en,partner,Male
twitch,tarik,tarik,36340781,601956,25463,17619,2050,7474,1288358,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/f04d2a14-8d63-4cd5-a469-7ec2cd6e5ce3-profile_image-300x300.png,US,en,partner,Male
twitch,recrent,Recrent,39154778,593174,17139,7730,4605,6980,2114179,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/a80add0f-3771-4679-84b4-ea0c6f7336ee-profile_image-300x300.png,RU,ru,partner,Male
twitch,emongg,Emongg,23220337,591106,39825,6921,5125,24267,1425627,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/10c36ad0a4756df8-profile_image-300x300.png,US,en,partner,Male
twitch,geitta,geitta,684259418,582956,14385,7459,4690,14684,821613,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/3b6afa90-e174-4a80-ae0c-66b9e4082f79-profile_image-300x300.png,,es,partner,
twitch,shuteye_orange,蝦愛橘子,25202416,579149,7301,3448,10080,769,466276,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/e496689c-5e8f-44a6-8733-b3c5b6e17e19-profile_image-300x300.png,TW,zh,partner,Male
twitch,supertf,supertf,59635827,573338,29556,8890,3870,15447,1420949,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/supertf-profile_image-4a7fae211a68ae1f-300x300.jpeg,US,en,partner,Male
twitch,esl_csgod,ESL_CSGOd,22866412,569434,59458,9478,3605,41096,1328011,Counter-Strike: Global Offensive,https://static-cdn.jtvnw.net/jtv_user_pictures/3da351cf-ee61-4f60-a15b-b155b953391e-profile_image-300x300.png,,en,partner,
twitch,elxokas,elxokas,31919607,554047,27324,12382,2685,3977,1896211,Pokémon Community Game,https://static-cdn.jtvnw.net/jtv_user_pictures/198c0fe9-cf41-4ef1-ad55-405c1e599f25-profile_image-300x300.png,ES,es,partner,Male
twitch,quin69,Quin69,56649026,553981,16317,11044,3010,1215,971510,Terraria,https://static-cdn.jtvnw.net/jtv_user_pictures/2f5addde-fd0d-4a10-82a9-ea91ebb17f8d-profile_image-300x300.png,NZ,en,partner,Male
twitch,moonmoon,MOONMOON,121059319,541585,17257,13456,2415,1399,937054,Terraria,https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-300x300.png,US,en,partner,Male
twitch,cohhcarnage,CohhCarnage,26610234,534465,16376,8872,3615,891,843774,Grounded,https://static-cdn.jtvnw.net/jtv_user_pictures/148c3b8a-a78b-4139-a429-7d3d90ce8a27-profile_image-300x300.png,US,en,partner,Male
twitch,k4sen,k4sen,44525650,532034,19738,11868,2690,4092,1069844,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/794e906d-64d7-41ab-bb89-8fb159e4124b-profile_image-300x300.png,JP,ja,partner,Male
twitch,dansgaming,DansGaming,7236692,524141,9954,5761,5460,1157,351199,Outlast II,https://static-cdn.jtvnw.net/jtv_user_pictures/79c71a35-8944-41d7-b9cd-1aaaae4a53ee-profile_image-300x300.png,US,en,partner,Male
twitch,sidneyeweka,SidneyEweka,135177864,521992,19305,8811,3555,12050,1383417,FIFA 23,https://static-cdn.jtvnw.net/jtv_user_pictures/d67c2800-3702-4d05-a44b-98a6ac645027-profile_image-300x300.png,DE,de,partner,Male
twitch,maximilian_dood,Maximilian_DOOD,30104304,519708,22197,11299,2760,2680,1165805,Street Fighter 6,https://static-cdn.jtvnw.net/jtv_user_pictures/maximilian_dood-profile_image-c6e12e1798861491-300x300.png,US,en,partner,Male
twitch,esports_rage,esports_rage,620880640,516661,37975,27314,1135,11666,1405898,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/0e28ad7e-4ab8-41b3-bdf3-7e6912407632-profile_image-300x300.png,jp,ja,partner,Organization
twitch,forsen,forsen,22484632,507603,19000,11992,2540,3267,1303029,Terraria,https://static-cdn.jtvnw.net/jtv_user_pictures/forsen-profile_image-48b43e1e4f54b5c8-300x300.png,SE,en,partner,Male
twitch,dafran,dafran,41314239,494789,47608,14004,2120,17930,1232648,Overwatch 2,https://static-cdn.jtvnw.net/jtv_user_pictures/dafran-profile_image-98c45a96ca6ad150-300x300.png,DK,en,partner,Male
twitch,lolpacifictw,lolpacifictw,485855940,490464,39537,13500,2180,2092,1085686,League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/3a0a20f0-b3b1-4c9b-bfa7-baba9dda8d7e-profile_image-300x300.png,TW,zh,partner,Organization
twitch,btssmash,btssmash,214062798,489032,75423,8118,3615,3162,530768,Super Smash Bros. Melee,https://static-cdn.jtvnw.net/jtv_user_pictures/ffdc21f2-f4f9-4ee7-b94d-d7b87df7edc3-profile_image-300x300.jpg,,en,partner,Organization
twitch,sinmastv,sinmastv,134745147,484178,13148,6162,4715,15042,403738,Rust,https://static-cdn.jtvnw.net/jtv_user_pictures/41c26c47-752a-41ef-b7f2-75112647ed35-profile_image-300x300.png,,es,affilate,
twitch,kamet0,Kamet0,27115917,482639,40289,13074,2215,3227,1351436,Rocket League,https://static-cdn.jtvnw.net/jtv_user_pictures/9e12862d-a8d0-4df2-81aa-e2241022dc98-profile_image-300x300.jpg,FR,fr,partner,Male
twitch,xthesolutiontv,xTheSolutionTV,56040562,477267,9335,2842,10080,4898,775913,FIFA 23,https://static-cdn.jtvnw.net/jtv_user_pictures/xthesolutiontv-profile_image-60407df7245fee58-300x300.png,DE,de,partner,Male
twitch,primevideo,PrimeVideo,168843586,466951,150835,70043,400,21141,,Sports,https://static-cdn.jtvnw.net/jtv_user_pictures/b6095450-4712-4ff9-9215-930fbb45503e-profile_image-300x300.jpeg,,en,partner,Organization
twitch,just_ns,just_ns,42316376,462385,31902,10775,2575,2369,1306321,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/d61321a5-9a02-4f46-b718-70e3c4260d66-profile_image-300x300.png,RU,ru,partner,Male
twitch,gorgc,Gorgc,108268890,455275,17555,11128,2455,1685,855242,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-300x300.jpeg,SE,en,partner,Male
twitch,quickybaby,QuickyBaby,30623831,452675,12630,7121,3815,1981,488111,World of Tanks,https://static-cdn.jtvnw.net/jtv_user_pictures/53be9f2e-05d2-42fa-98f3-d392d8f7769f-profile_image-300x300.png,GB,en,partner,Male
twitch,pgl_dota2en2,PGL_DOTA2EN2,194701696,448225,96051,22045,1220,9454,3098103,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/688a6429-24da-42cf-9b10-44894012de37-profile_image-300x300.png,RO,en,partner,Organization
twitch,elraenn,Elraenn,165080419,444690,33108,21693,1230,7183,1763854,Ranch Simulator,https://static-cdn.jtvnw.net/jtv_user_pictures/0294fec8-8572-4517-9b60-12e0705a8893-profile_image-300x300.png,TR,tr,partner,Male
twitch,rainbow6,Rainbow6,65171890,441962,28172,15554,1705,1798,795794,Tom Clancy's Rainbow Six Siege,https://static-cdn.jtvnw.net/jtv_user_pictures/f24eb74d-cd92-404b-949a-9ac2747df53f-profile_image-300x300.png,,en,partner,Organization
twitch,pietsmiet,PietSmiet,21991090,432579,19077,7830,3315,972,1216354,PUBG: BATTLEGROUNDS,https://static-cdn.jtvnw.net/jtv_user_pictures/f1518fb2-01a7-4414-b34d-e2842d20cbef-profile_image-300x300.png,DE,de,partner,Organization
twitch,jokerdtv,JokerdTV,48082917,430153,9958,4780,5400,2388,827003,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/02f9752b-833e-436d-b62b-34e7eb798261-profile_image-300x300.png,MT,en,partner,Male
twitch,buster,buster,86277097,418472,38454,19771,1270,11183,2367495,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/96d66837-22f0-4393-89c5-2e5c2408485b-profile_image-300x300.png,RU,ru,partner,Male
twitch,ungespielt,ungespielt,36983084,413349,12153,3601,6890,4639,914739,World of Warcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/fbfff8b8-d11a-4e08-a1af-00e8105ae7da-profile_image-300x300.png,DE,de,partner,Male
twitch,tisischubech,TisiSchubech,52345220,411522,21613,10878,2270,6380,,Special Events,https://static-cdn.jtvnw.net/jtv_user_pictures/c29becb5-b45d-4ec5-9b1c-e5ce44b6e6d6-profile_image-300x300.png,DE,de,partner,Male
twitch,ohnepixel,ohnePixel,43683025,406840,14074,5462,4470,4609,762155,Counter-Strike: Global Offensive,https://static-cdn.jtvnw.net/jtv_user_pictures/a238c2a3-5888-4803-9113-c010e577e385-profile_image-300x300.png,DE,en,partner,Male
twitch,grubby,Grubby,20992865,406389,9463,6367,3830,5385,738411,Dota 2,https://static-cdn.jtvnw.net/jtv_user_pictures/e5d06b76-4e12-44f9-82cf-1bcc03359667-profile_image-300x300.png,NL,en,partner,Male
twitch,kyedae,Kyedae,445529741,404904,15274,9641,2520,18338,1513650,VALORANT,https://static-cdn.jtvnw.net/jtv_user_pictures/d7bab577-5fec-4ce7-9410-6bd46e0bce87-profile_image-300x300.png,CA,en,partner,Female
twitch,gamerbrother,GamerBrother,125036509,401989,30282,13783,1750,4470,,FIFA 23,https://static-cdn.jtvnw.net/jtv_user_pictures/975b34c9-3805-46c4-b011-1d64c71edabe-profile_image-300x300.png,DE,de,partner,Male
