Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2020,Diablo II: Lord of Destruction,111301980,960420,9480,18,534,211,1,115.89,Korean
2020,Cyphers,107493420,5962680,5181,50,2719,203,11,18.03,Korean
2020,Nioh 2,107137980,1002780,30342,72,503,203,1,106.84,Korean
2020,Legends of Runeterra,104648760,1756620,14659,68,2812,198,3,59.57,Korean
2020,KartRider Rush+,90916920,2507100,8626,53,1974,172,4,36.26,Korean
2020,Danganronpa: Trigger Happy Havoc,88291920,398040,14197,17,638,167,0,221.82,Korean
2020,Football Manager 2021,84363900,166920,22310,13,159,160,0,505.42,Korean
2020,Dark Souls III,83092860,3540960,6828,39,4242,157,6,23.47,Korean
2020,Retro,82324200,1592820,13818,18,696,156,3,51.68,Korean
2020,Mount & Blade II: Bannerlord,79484340,596460,40680,58,627,150,1,133.26,Korean
2020,Danganronpa V3: Killing Harmony,76036740,123720,18298,9,151,144,0,614.59,Korean
2020,Clubhouse Games: 51 Worldwide Classics,75840180,111180,35760,11,399,143,0,682.14,Korean
2020,Danganronpa 2: Goodbye Despair,75627120,224580,14272,8,286,143,0,336.75,Korean
2020,Yu-Gi-Oh! Duel Links,75259320,934740,18707,11,716,142,1,80.51,Korean
2020,FINAL FANTASY VII REMAKE,74853000,707040,30074,122,940,142,1,105.87,Korean
2020,RimWorld,74845260,785400,3657,13,486,142,1,95.3,Korean
2020,Slay the Spire,74694600,510660,8694,13,1446,141,0,146.27,Korean
2020,Ghost of Tsushima,73267020,672660,52214,113,813,139,1,108.92,Korean
2020,Phasmophobia,72248040,1404480,39619,98,3733,137,2,51.44,Korean
2020,Crusader Kings III,70907100,322380,18829,28,398,134,0,219.95,Korean
2020,Sekiro: Shadows Die Twice,70758000,1478040,6719,35,2221,134,2,47.87,Korean
2020,League of Legends: Wild Rift,70697940,326400,41439,25,697,134,0,216.6,Korean
2020,Demon's Souls,70539120,167400,23907,27,269,133,0,421.38,Korean
2020,Sea of Thieves,70511820,923580,35332,44,1398,133,1,76.35,Korean
2020,Princess Connect! Re:Dive,69763620,1055520,10003,22,662,132,2,66.09,Korean
2020,Romance of the Three Kingdoms XIV,67159200,248100,14159,18,145,127,0,270.69,Korean
2020,Granblue Fantasy: Versus,65898960,867480,16090,54,531,125,1,75.97,Korean
2020,Some Some Convenience Store,63998280,867960,19235,55,2550,121,1,73.73,Korean
2020,Guardian Tales,61522980,667920,24104,24,579,116,1,92.11,Korean
2020,World of Tanks,61125540,2498520,7869,25,709,115,4,24.46,Korean
2020,Spelunky,57980880,116880,26189,9,344,110,0,496.07,Korean
2020,Raft,57622260,1825260,23579,55,4537,109,3,31.57,Korean
2020,Langrisser Mobile,57461760,1476480,7770,38,856,109,2,38.92,Korean
2020,The King of Fighters '98,56498460,385560,7788,9,235,107,0,146.54,Korean
2020,Kingdom of the Winds,54382800,541200,18959,28,519,103,1,100.49,Korean
2020,Skul: The Hero Slayer,53618580,671760,25284,64,2811,101,1,79.82,Korean
2020,Destiny 2,51646860,4479660,1591,90,2569,98,8,11.53,Korean
2020,Tom Clancy's The Division 2,51609960,2642940,4659,87,1812,97,5,19.53,Korean
2020,Conqueror's Blade,50900880,1264200,14936,34,520,96,2,40.26,Korean
2020,Higurashi When They Cry Hou - Ch.1 Onikakushi,49648560,104700,6757,9,98,94,0,474.2,Korean
2020,DOOM Eternal,47874000,314760,15050,67,875,90,0,152.1,Korean
2020,FINAL FANTASY XIV ONLINE,47711280,4405680,1892,62,1711,90,8,10.83,Korean
2020,Euro Truck Simulator 2,46596240,683580,5411,14,1966,88,1,68.17,Korean
2020,A Dance of Fire and Ice,46060140,1946520,9245,48,10248,87,3,23.66,Korean
