Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2022,Just Chatting,63882865860,759790140,870002,4570,1460330,121556,1445,84.08,English
2022,League of Legends,32454881760,467723280,1044489,2894,331104,61755,889,69.39,English
2022,VALORANT,30453803160,1082192520,535879,5460,803968,57947,2059,28.14,English
2022,Grand Theft Auto V,29759268660,590108520,307899,2578,881012,56626,1122,50.43,English
2022,Apex Legends,25381935180,1498611360,383497,11210,1328689,48296,2851,16.94,English
2022,Fortnite,18916930920,1533362820,572725,33051,2552005,35995,2917,12.34,English
2022,World of Warcraft,17320345980,348665460,540239,7028,141109,32957,663,49.68,English
2022,Slots,16343297940,27179820,266319,111,16600,31098,51,601.3,English
2022,Counter-Strike: Global Offensive,15173678820,131393100,788054,535,192259,28872,250,115.48,English
2022,Call of Duty: Warzone,15068116260,897151620,243956,6960,670464,28671,1707,16.8,English
2022,Dota 2,13737443640,80459460,431421,293,46497,26139,153,170.74,English
2022,Escape from Tarkov,11228319900,291017880,437685,3516,125272,21365,553,38.58,English
2022,Lost Ark,10693454400,157727280,731323,6258,128193,20347,300,67.8,English
2022,ELDEN RING,10073671320,496876680,472348,16249,572658,19168,945,20.27,English
2022,Music,9861620340,382252440,224416,2098,245794,18764,727,25.8,English
2022,Minecraft,9760568640,582910920,393701,2836,1240592,18572,1109,16.74,English
2022,Overwatch 2,8716845420,272890860,387225,7619,495365,16586,519,31.94,English
2022,Dead by Daylight,8516809620,557530680,135766,3129,400150,16205,1060,15.28,English
2022,Teamfight Tactics,6100014840,57821280,83323,599,72506,11607,110,105.5,English
2022,Hearthstone,5940607080,32149020,44888,239,28330,11303,61,184.78,English
2022,ASMR,5293945800,73452540,40518,218,73442,10073,139,72.07,English
2022,Rust,5149422660,98291520,280212,640,132145,9798,187,52.39,English
2022,Destiny 2,4891674000,336459960,411252,15998,284132,9307,640,14.54,English
2022,Rocket League,4718191980,251175240,303298,1258,520012,8977,477,18.78,English
2022,Call of Duty: Modern Warfare II,4250674860,460675980,424137,19870,731138,8088,876,9.23,English
2022,Path of Exile,4221368640,41829420,219055,1415,23897,8032,79,100.92,English
2022,Genshin Impact,3860767980,233185200,502538,2771,247709,7346,443,16.56,English
2022,FIFA 22,3842670360,136932900,255916,2487,367991,7311,260,28.06,English
2022,Art,3770870760,218837940,37695,854,210777,7175,416,17.23,English
2022,Old School RuneScape,3750055440,72198840,64357,516,35902,7135,137,51.94,English
2022,Tom Clancy's Rainbow Six Siege,3619698060,184536420,166296,1018,417856,6887,351,19.62,English
2022,Overwatch,3559813680,154251960,1166707,2183,212236,6773,293,23.08,English
2022,"Pools, Hot Tubs, and Beaches",3513547080,27299400,92769,109,25127,6685,51,128.7,English
2022,Chess,3330388320,20964480,101211,99,28640,6337,39,158.86,English
2022,FINAL FANTASY XIV ONLINE,3202584840,226491480,93325,3259,96641,6093,430,14.14,English
2022,DayZ,2917043700,84268560,105769,369,92176,5550,160,34.62,English
2022,SMITE,2756822700,78036600,149856,519,71497,5245,148,35.33,English
2022,PUBG: BATTLEGROUNDS,2719044480,162310620,101797,927,165306,5173,308,16.75,English
2022,World of Tanks,2683115580,22837140,50345,106,20029,5105,43,117.49,English
2022,Sea of Thieves,2656894440,119808840,131702,975,173515,5055,227,22.18,English
2022,Fall Guys,2248500720,113598180,260058,2222,476048,4278,216,19.79,English
2022,New World,2213944560,46492680,96761,936,37638,4212,88,47.62,English
2022,FIFA 23,2176618140,57510420,191872,1835,156040,4141,109,37.85,English
2022,Sports,2133758940,37443060,169021,293,104951,4060,71,56.99,English
2022,Retro,2008470120,63168360,37251,256,25929,3821,120,31.8,English
2022,Magic: The Gathering,1932696360,28405440,27414,238,25643,3677,54,68.04,English
2022,VRChat,1823258100,51025860,82060,568,58578,3469,97,35.73,English
2022,Poker,1814910600,22224660,66895,129,12315,3453,42,81.66,English
2022,Albion Online,1741536600,7891200,23123,48,5995,3313,15,220.69,English
2022,Halo Infinite,1716058080,89934120,127740,1738,173777,3265,171,19.08,English
2022,NBA 2K22,1657434480,199511400,260516,1390,308030,3153,379,8.31,English
2022,I'm Only Sleeping,1649846460,28303440,54440,175,18057,3139,53,58.29,English
2022,Super Smash Bros. Ultimate,1628284380,43226400,100232,312,39034,3098,82,37.67,English
2022,Special Events,1621472700,18234720,1251798,4941,73566,3085,34,88.92,English
2022,The Cycle: Frontier,1587887220,30308880,83805,634,39954,3021,57,52.39,English
2022,Pokémon Legends: Arceus,1550086320,69417180,237077,5741,73047,2949,132,22.33,English
2022,Phasmophobia,1524166740,111514140,94901,2237,237944,2900,212,13.67,English
2022,Call of Duty: Modern Warfare,1517564880,642334080,48100,3399,904946,2887,1222,2.36,English
2022,NBA 2K23,1488016680,134926620,348827,7066,182403,2831,256,11.03,English
2022,Among Us,1386995640,35674140,186889,541,195512,2639,67,38.88,English
2022,Call of Duty: Vanguard,1383553680,184546260,64672,1648,271793,2632,351,7.5,English
2022,MultiVersus,1305344700,63365760,153831,2746,259348,2483,120,20.6,English
2022,Red Dead Redemption 2,1285985220,97840560,46465,424,184098,2446,186,13.14,English
2022,Pokémon Scarlet/Violet,1274243280,56197020,147665,7668,57265,2424,106,22.67,English
2022,StarCraft II,1255105020,14950680,41302,75,11387,2388,28,83.95,English
2022,Yu-Gi-Oh! Master Duel,1234581960,38447880,42579,904,73880,2349,73,32.11,English
2022,Hunt: Showdown,1219994100,64040220,67917,512,49017,2321,121,19.05,English
2022,Black Desert,1170366840,31096080,30427,158,20301,2226,59,37.64,English
2022,Talk Shows & Podcasts,1164383520,72255720,100500,505,81675,2215,137,16.11,English
2022,God of War Ragnarök,1119462540,82598220,234477,8871,118305,2130,157,13.55,English
2022,ROBLOX,1105268880,177847620,134826,853,755172,2103,338,6.21,English
2022,Trackmania,1053119640,8256720,73075,99,8158,2003,15,127.55,English
2022,The Sims 4,1037575140,47930940,86699,334,93348,1974,91,21.65,English
2022,"Animals, Aquariums, and Zoos",1033847280,80790360,19316,218,17273,1967,153,12.8,English
2022,The Elder Scrolls Online,990303540,37096620,87317,227,38182,1884,70,26.7,English
2022,Dungeons & Dragons,955755600,42663360,71739,388,22334,1818,81,22.4,English
2022,Super Mario 64,935556360,16188960,102647,162,16430,1780,30,57.79,English
2022,Animal Crossing: New Horizons,907520940,32014140,20627,416,31883,1726,60,28.35,English
2022,World of Warships,886419780,13309440,24554,71,10541,1686,25,66.6,English
2022,Cult of the Lamb,882459900,35693940,87767,1986,64449,1679,67,24.72,English
2022,Pokémon FireRed/LeafGreen,868334820,13329300,15799,97,18656,1652,25,65.14,English
2022,Brawlhalla,849556440,23618220,54545,135,98763,1616,44,35.97,English
2022,Mario Kart 8 Deluxe,818669280,19472520,124573,965,42688,1557,37,42.04,English
2022,Super Smash Bros. Melee,793565940,11207940,74945,1061,11999,1510,21,70.8,English
2022,Monster Hunter Rise,758176740,53503800,95682,1417,49645,1442,101,14.17,English
2022,Stardew Valley,756036960,61673160,65029,328,112537,1438,117,12.26,English
2022,God of War,753910500,50649900,67334,710,127627,1434,96,14.88,English
2022,Age of Empires II,746371080,8713860,40145,44,6600,1420,16,85.65,English
2022,Terraria,745471260,38557200,76372,263,94762,1418,73,19.33,English
2022,Madden NFL 23,741341220,84443100,65304,1372,126810,1410,160,8.78,English
2022,Project Zomboid,724274280,26303400,38771,324,38452,1378,50,27.54,English
2022,Crypto,718968420,26775660,42101,83,12244,1368,50,26.85,English
2022,RimWorld,715804380,15480900,30258,146,13903,1362,29,46.24,English
2022,The Quarry,713212560,17317200,136823,1328,43441,1357,32,41.19,English
2022,Tower of Fantasy,712482060,21164520,138028,2564,33997,1355,40,33.66,English
2022,Dark and Darker,708875700,7492200,94104,774,16600,1348,14,94.62,English
2022,Super Mario Maker 2,706573020,10409880,99798,78,6547,1344,19,67.88,English
2022,Marbles on Stream,706350480,20556060,84702,141,29941,1344,39,34.36,English
2022,Dying Light 2: Stay Human,688239660,56397960,225690,6425,123641,1309,107,12.2,English
2022,Diablo II: Resurrected,686578980,21026100,26589,771,18030,1306,40,32.65,English
