Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2018,Golfing Over It with Alva Majo,97372800,290880,44359,63,2021,185,0,334.75,Korean
2018,Detroit: Become Human,91466940,466980,43537,106,1050,174,0,195.87,Korean
2018,Kartrider,89930580,1041180,16561,39,2705,171,1,86.37,Korean
2018,Art,88706040,2659500,15089,67,2241,168,5,33.35,Korean
2018,Football Manager 2018,85795260,304260,9029,9,378,163,0,281.98,Korean
2018,Enter the Gungeon,85108860,387480,20336,26,1272,161,0,219.65,Korean
2018,Destiny 2,81906540,3757440,25408,156,2922,155,7,21.8,Korean
2018,Darkest Dungeon,80361180,865860,17983,25,1293,152,1,92.81,Korean
2018,Puyo Puyo Tetris,79926660,986760,33662,18,1413,152,1,81,Korean
2018,Dark Souls III,77965440,2580120,9368,31,3589,148,4,30.22,Korean
2018,The Binding of Isaac: Repentance,69873000,222960,19348,11,888,132,0,313.39,Korean
2018,Dungeon Fighter Online,68733120,2892300,20763,41,2107,130,5,23.76,Korean
2018,Mount & Blade: Warband,68366280,266520,12178,10,303,130,0,256.51,Korean
2018,Music,68227680,1782960,18167,22,2557,129,3,38.27,Korean
2018,FIFA Online 4,61474320,823260,29101,44,1722,116,1,74.67,Korean
2018,World of Tanks,59938980,2049300,8544,17,675,114,3,29.25,Korean
2018,Food & Drink,59801700,237060,28296,18,1232,113,0,252.26,Korean
2018,Retro,59385060,1014000,10147,12,642,112,1,58.57,Korean
2018,Marvel's Spider-Man,58240920,547140,32893,136,1068,110,1,106.45,Korean
2018,Subnautica,57592320,351300,15638,15,931,109,0,163.94,Korean
2018,Fist of the North Star: Lost Paradise,57364680,127920,33652,45,176,109,0,448.44,Korean
2018,FIFA 18,56954040,440100,17845,19,702,108,0,129.41,Korean
2018,Poker,56035800,1489320,2714,28,302,106,2,37.63,Korean
2018,RimWorld,55277640,569280,14874,15,414,105,1,97.1,Korean
2018,Blade & Soul,53814360,1438200,10488,24,906,102,2,37.42,Korean
2018,Dragon Ball FighterZ,52006620,261420,20340,16,487,98,0,198.94,Korean
2018,Frostpunk,48639000,315720,17933,25,781,92,0,154.06,Korean
2018,Far Cry 5,48484080,390180,30414,110,904,92,0,124.26,Korean
2018,Doki Doki Literature Club!,48315720,338940,27079,55,2380,91,0,142.55,Korean
2018,Social Eating,47625960,65640,16605,9,588,90,0,725.56,Korean
2018,Stardew Valley,46662420,1309140,11692,26,2437,88,2,35.64,Korean
2018,Girls' Frontline,43515900,1945080,1936,32,999,82,3,22.37,Korean
2018,Football Manager 2019,41898300,225840,16536,14,189,79,0,185.52,Korean
2018,A Way Out,40950840,107820,24548,22,552,77,0,379.81,Korean
2018,Dark Souls,39605220,471060,9211,36,607,75,0,84.08,Korean
2018,Fallout 4,39059580,450540,7589,10,534,74,0,86.7,Korean
2018,The King of Fighters '98,37923180,138240,8455,8,179,72,0,274.33,Korean
2018,Diablo II: Lord of Destruction,37814040,432300,3656,9,316,71,0,87.47,Korean
2018,The Sims 4,36490680,169440,13922,7,509,69,0,215.36,Korean
2018,Just Dance 2018,35769240,34620,15975,13,280,68,0,1033.2,Korean
2018,House Flipper,34929060,172920,12936,25,803,66,0,202,Korean
2018,The Elder Scrolls V: Skyrim,34870080,766980,6099,11,582,66,1,45.46,Korean
2018,Counter-Strike: Global Offensive,34381920,1983060,7114,21,2504,65,3,17.34,Korean
2018,MLB The Show 18,34130340,72600,7807,6,107,64,0,470.11,Korean
2018,GetAmped,33053460,102300,10173,7,402,62,0,323.1,Korean
2018,Dota 2,32860560,1470240,2667,14,559,62,2,22.35,Korean
2018,Battlerite Royale,32550660,414120,36717,54,1047,61,0,78.6,Korean
2018,Raft,32182320,300300,19097,24,1008,61,0,107.17,Korean
2018,Identity V,31601400,462540,28356,19,346,60,0,68.32,Korean
2018,Oxygen Not Included,30926160,397980,6970,10,515,58,0,77.71,Korean
2018,Gwent: The Witcher Card Game,29637360,337920,10819,27,423,56,0,87.71,Korean
2018,Human: Fall Flat,29467020,331260,19799,17,2550,56,0,88.95,Korean
2018,Jurassic World Evolution,29462520,84180,20718,22,198,56,0,349.99,Korean
2018,Wizard of Legend,29283660,232380,20304,45,947,55,0,126.02,Korean
2018,Mario Kart 8,28722780,28140,7763,4,222,54,0,1020.71,Korean
2018,Total War: Warhammer II,28662360,436860,2361,9,255,54,0,65.61,Korean
2018,ARK: Survival Evolved,28589220,679800,5948,24,706,54,1,42.06,Korean
2018,NBA 2K19,27403320,165120,14062,10,124,52,0,165.96,Korean
2018,Shadowverse,27261180,895380,1380,12,507,51,1,30.45,Korean
2018,Green Hell,27115080,40140,17480,6,135,51,0,675.51,Korean
2018,Super Smash Bros. Ultimate,27085740,187200,20470,51,302,51,0,144.69,Korean
2018,XCOM 2: War of the Chosen,26882160,168420,7502,10,212,51,0,159.61,Korean
2018,Thief Simulator,25892460,33360,27872,10,205,49,0,776.15,Korean
2018,Shadow of the Colossus,25772280,62700,29977,30,220,49,0,411.04,Korean
