Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2020,Street Fighter V,38570520,230760,4403,8,236,73,0,167.15,Chinese
2020,Terraria,37467660,474780,8525,15,686,71,0,78.92,Chinese
2020,Demon's Souls,36723900,78900,29374,18,140,69,0,465.45,Chinese
2020,Ragnarok Online Mobile,33810360,591000,3665,24,344,64,1,57.21,Chinese
2020,Minecraft Dungeons,33504900,411300,25974,89,971,63,0,81.46,Chinese
2020,Fate/Grand Order,32922900,850680,7494,29,663,62,1,38.7,Chinese
2020,Kantai Collection,30843840,1676640,3340,24,385,58,3,18.4,Chinese
2020,Pokémon Sword/Shield,29998440,548940,7671,47,459,56,1,54.65,Chinese
2020,DRAGON BALL Z: KAKAROT,29826660,211140,16468,30,258,56,0,141.26,Chinese
2020,Granblue Fantasy,29058960,1290780,1227,26,656,55,2,22.51,Chinese
2020,Yakuza,28375380,268620,7085,24,201,53,0,105.63,Chinese
2020,Vindictus,27931200,1654560,5436,19,327,53,3,16.88,Chinese
2020,Conqueror's Blade,25891200,777360,7818,13,367,49,1,33.31,Chinese
2020,Epic Seven,24976800,503280,5738,10,174,47,0,49.63,Chinese
2020,Hyper Scape,24882360,159780,24685,47,641,47,0,155.73,Chinese
2020,Dota 2,24846420,505200,8321,13,527,47,0,49.18,Chinese
2020,Blade & Soul,24110280,2126220,544,32,774,45,4,11.34,Chinese
2020,Mount & Blade II: Bannerlord,23980140,171540,9482,23,227,45,0,139.79,Chinese
2020,Sekiro: Shadows Die Twice,23560140,557820,5524,18,1086,44,1,42.24,Chinese
2020,Dark Souls III,23290320,467640,6429,12,825,44,0,49.8,Chinese
2020,Summoners War: Sky Arena,23168640,219300,5399,6,118,43,0,105.65,Chinese
2020,Trials of Mana,22842720,277320,10384,50,404,43,0,82.37,Chinese
2020,Sword Art Online: Alicization Lycoris,22212660,201660,13131,26,167,42,0,110.15,Chinese
2020,Call of Duty: Black Ops Cold War,21984840,149280,11052,28,362,41,0,147.27,Chinese
2020,Paper Mario: The Origami King,20657580,93720,11775,13,123,39,0,220.42,Chinese
2020,Mario Kart 8,20638500,27840,6897,4,117,39,0,741.33,Chinese
2020,The Last of Us,20539800,96480,10927,12,225,38,0,212.89,Chinese
2020,Ben and Ed: Blood Party,19921560,12840,13115,6,55,37,0,1551.52,Chinese
2020,RimWorld,19720320,167640,7763,8,162,37,0,117.63,Chinese
2020,Monster Train,19450500,43500,13957,7,99,36,0,447.14,Chinese
2020,Green Hell,18656160,116880,15390,12,317,35,0,159.62,Chinese
2020,osu!,18564660,1249560,6185,18,2009,35,2,14.86,Chinese
2020,Oxygen Not Included,18277260,69780,12921,10,183,34,0,261.93,Chinese
2020,Night of the Dead,17734500,95820,12758,13,148,33,0,185.08,Chinese
2020,World of Warships,17548020,1130100,1361,12,412,33,2,15.53,Chinese
2020,Princess Connect! Re:Dive,17395080,440460,9341,20,529,33,0,39.49,Chinese
2020,NBA 2K21,17001600,81360,7436,10,132,32,0,208.97,Chinese
2020,Tom Clancy's The Division 2,16738680,1685400,809,78,1578,31,3,9.93,Chinese
2020,Hollow Knight,16718100,294360,4959,11,539,31,0,56.79,Chinese
2020,Deep Rock Galactic,16399020,131160,8184,11,306,31,0,125.03,Chinese
2020,Dragon's Dogma,16227660,13500,7446,3,26,30,0,1202.05,Chinese
2020,KartRider Rush+,16079880,145140,6808,13,308,30,0,110.79,Chinese
2020,Marvel's Avengers,15930720,75660,15656,23,213,30,0,210.56,Chinese
