Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2020,Just Chatting,4936762620,27524880,53421,276,12041,9368,52,179.36,Chinese
2020,League of Legends,3865317300,31811100,89608,236,15695,7334,60,121.51,Chinese
2020,Hearthstone,1399037460,3150420,20334,29,1922,2654,5,444.08,Chinese
2020,Grand Theft Auto V,1213395000,8519880,20767,90,3420,2302,16,142.42,Chinese
2020,Dead by Daylight,593262780,7526100,49935,80,3303,1125,14,78.83,Chinese
2020,Among Us,408996060,1131120,23949,64,1931,776,2,361.59,Chinese
2020,Apex Legends,379514280,9874260,13445,88,5922,720,18,38.43,Chinese
2020,Music,320223060,3225540,13664,16,674,607,6,99.28,Chinese
2020,VALORANT,317176320,6763920,13227,78,5132,601,12,46.89,Chinese
2020,Path of Exile,268466220,4503540,6956,83,2086,509,8,59.61,Chinese
2020,PUBG: BATTLEGROUNDS,222839880,7806720,22941,89,4652,422,14,28.54,Chinese
2020,MapleStory,221075280,6241140,7428,47,2601,419,11,35.42,Chinese
2020,Sports,211627860,68280,50730,4,53,401,0,3099.41,Chinese
2020,Fitness & Health,196914300,63000,24368,5,83,373,0,3125.62,Chinese
2020,Tom Clancy's Rainbow Six Siege,191056800,7151100,44356,81,4856,362,13,26.72,Chinese
2020,Monster Hunter: World,189155160,8116140,14180,150,4244,358,15,23.31,Chinese
2020,Art,149053560,4436040,2808,40,1257,282,8,33.6,Chinese
2020,Slam Dunk,141478140,1137720,16991,16,566,268,2,124.35,Chinese
2020,Talk Shows & Podcasts,133296780,766140,24219,10,752,252,1,173.98,Chinese
2020,World of Warcraft,126577860,7475820,7897,116,2278,240,14,16.93,Chinese
2020,Teamfight Tactics,124104180,2778420,4998,31,2039,235,5,44.67,Chinese
2020,Animal Crossing: New Horizons,115156620,2061300,20674,84,1274,218,3,55.87,Chinese
2020,Cyberpunk 2077,112747020,1145640,46995,300,1958,213,2,98.41,Chinese
2020,Games + Demos,106905480,625680,9867,12,636,202,1,170.86,Chinese
2020,Sea of Thieves,94963380,596460,17947,47,924,180,1,159.21,Chinese
2020,FINAL FANTASY VII REMAKE,93531300,1061400,30517,164,1437,177,2,88.12,Chinese
2020,Black Desert,89179260,3141840,3589,23,1174,169,5,28.38,Chinese
2020,Resident Evil 3,87045600,547500,37556,170,1070,165,1,158.99,Chinese
2020,StarCraft II,86443440,622260,3884,9,412,164,1,138.92,Chinese
2020,The Last of Us Part II,84386880,607620,36664,148,859,160,1,138.88,Chinese
2020,Call of Duty: Warzone,82824240,1719060,38634,115,2546,157,3,48.18,Chinese
2020,Ghost of Tsushima,82599120,1060140,28159,132,1348,156,2,77.91,Chinese
2020,Last Oasis,78424680,261360,16887,17,162,148,0,300.06,Chinese
2020,Counter-Strike: Global Offensive,78385140,2703000,6618,40,2998,148,5,29,Chinese
2020,Nioh 2,74959200,1155540,24762,94,555,142,2,64.87,Chinese
2020,Fall Guys,74401800,992520,28251,111,3266,141,1,74.96,Chinese
2020,Escape from Tarkov,73291080,2393580,4252,34,836,139,4,30.62,Chinese
2020,Eternal Return,64213200,414780,10001,18,422,121,0,154.81,Chinese
2020,Assassin's Creed Valhalla,63480780,417480,31135,50,426,120,0,152.06,Chinese
2020,Ragnarok Online,61022580,3370560,3790,30,827,115,6,18.1,Chinese
2020,League of Legends: Wild Rift,60636600,309840,27980,40,533,115,0,195.7,Chinese
2020,Legends of Runeterra,58860660,540060,6798,28,973,111,1,108.99,Chinese
2020,Warcraft III,56268720,1575720,12505,28,461,106,2,35.71,Chinese
2020,Age of Empires II: Definitive Edition,56053200,732480,6064,12,392,106,1,76.53,Chinese
2020,Persona 5 Royal,55848480,699540,14782,43,292,105,1,79.84,Chinese
2020,夢三國,54541140,805140,19420,16,3230,103,1,67.74,Chinese
2020,Shadowverse,54000480,1240740,5959,20,602,102,2,43.52,Chinese
2020,Granblue Fantasy: Versus,48070320,423120,13846,58,545,91,0,113.61,Chinese
2020,Kartrider,47976600,665280,5279,13,837,91,1,72.11,Chinese
2020,Minecraft,44849640,2703180,7782,33,3585,85,5,16.59,Chinese
2020,GuJian Online,44439900,2738040,6646,55,1035,84,5,16.23,Chinese
2020,Phasmophobia,44056140,633780,25586,55,1398,83,1,69.51,Chinese
2020,FINAL FANTASY XIV ONLINE,43186500,1377180,2331,35,800,81,2,31.36,Chinese
2020,Left 4 Dead 2,43097040,606000,11681,40,1507,81,1,71.12,Chinese
2020,Travel & Outdoors,41414940,152160,11198,8,692,78,0,272.18,Chinese
2020,Overwatch,40800600,3202560,2123,32,2242,77,6,12.74,Chinese
2020,Genshin Impact,39710580,1098720,8145,54,1181,75,2,36.14,Chinese
