Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2021,Just Chatting,7385464500,38734980,66140,386,15321,14053,73,190.67,Chinese
2021,League of Legends,4702800000,31126020,170063,190,16718,8948,59,151.09,Chinese
2021,Apex Legends,1926506760,32278680,50475,257,16788,3665,61,59.68,Chinese
2021,Hearthstone,1200950100,3419100,19770,26,2305,2285,6,351.25,Chinese
2021,Dead by Daylight,762881640,13267560,41222,93,4464,1451,25,57.5,Chinese
2021,Grand Theft Auto V,537719460,7504080,13362,98,3588,1023,14,71.66,Chinese
2021,MapleStory,460395060,7530240,16008,52,3102,876,14,61.14,Chinese
2021,VALORANT,453400980,9204120,31865,80,6072,862,17,49.26,Chinese
2021,Sports,343465740,124560,34182,5,194,653,0,2757.43,Chinese
2021,Path of Exile,321387960,4628760,8364,78,2013,611,8,69.43,Chinese
2021,PUBG: BATTLEGROUNDS,262242900,5602440,11273,49,2993,498,10,46.81,Chinese
2021,Eternal Return,208981440,1833660,12105,20,1088,397,3,113.97,Chinese
2021,Conqueror's Blade,204334380,1929600,17681,31,846,388,3,105.89,Chinese
2021,Minecraft,196413660,4597620,15206,58,5928,373,8,42.72,Chinese
2021,Teamfight Tactics,190698720,3034200,6155,39,2212,362,5,62.85,Chinese
2021,Art,189668700,6200040,6354,40,1847,360,11,30.59,Chinese
2021,Among Us,189187320,617160,18678,27,1651,359,1,306.55,Chinese
2021,Monster Hunter Rise,185604720,3763320,21214,232,2285,353,7,49.32,Chinese
2021,Talk Shows & Podcasts,184940640,606780,16106,13,751,351,1,304.79,Chinese
2021,Diablo II: Resurrected,176796780,2125680,23123,119,1431,336,4,83.17,Chinese
2021,Tom Clancy's Rainbow Six Siege,176123700,5687340,20516,52,4697,335,10,30.97,Chinese
2021,NARAKA: BLADEPOINT,164913660,2627820,35536,66,2109,313,5,62.76,Chinese
2021,Lineage W,149313660,660780,26524,58,421,284,1,225.97,Chinese
2021,Age of Empires II,147000780,1027020,8734,15,644,279,1,143.13,Chinese
2021,Resident Evil Village,130588140,830880,39770,152,1376,248,1,157.17,Chinese
2021,Black Desert,128943840,4430520,11814,32,1254,245,8,29.1,Chinese
2021,Escape from Tarkov,128435520,2291100,26397,27,888,244,4,56.06,Chinese
2021,Games + Demos,119801400,1316640,9294,16,2152,227,2,90.99,Chinese
2021,Dread Hunger,118994400,198480,27323,25,245,226,0,599.53,Chinese
2021,Counter-Strike: Global Offensive,113630340,2828820,7723,29,3292,216,5,40.17,Chinese
2021,Back 4 Blood,113233920,1217820,20317,145,1876,215,2,92.98,Chinese
2021,Lineage 2M,111671040,230400,20641,11,213,212,0,484.68,Chinese
2021,FINAL FANTASY XIV ONLINE,107209020,2097300,7476,38,1198,203,3,51.12,Chinese
2021,Genshin Impact,103956660,3990420,8257,59,2839,197,7,26.05,Chinese
2021,Kartrider,101883780,716580,12642,18,865,193,1,142.18,Chinese
2021,Pokémon Brilliant Diamond/Shining Pearl,100915560,625560,25139,67,584,192,1,161.32,Chinese
2021,World of Warcraft,100803660,7117800,3344,90,2152,191,13,14.16,Chinese
2021,Monster Hunter: World,94490880,3514740,7979,30,2215,179,6,26.88,Chinese
2021,Lost Judgment,83315220,456180,21782,47,278,158,0,182.64,Chinese
2021,Music,75751200,2124300,4365,14,929,144,4,35.66,Chinese
2021,Valheim,68218860,1075380,23528,63,1483,129,2,63.44,Chinese
2021,StarCraft II,65042580,573660,5143,10,379,123,1,113.38,Chinese
2021,Travel & Outdoors,64579980,187620,8581,10,424,122,0,344.21,Chinese
2021,League of Legends: Wild Rift,64025040,925800,25544,15,1082,121,1,69.16,Chinese
2021,Overwatch,60376620,2900580,4117,29,2097,114,5,20.82,Chinese
2021,Nioh 2: The Complete Edition,60290100,737160,9101,28,583,114,1,81.79,Chinese
2021,Monster Hunter Stories 2: Wings of Ruin,57699960,890040,16642,102,809,109,1,64.83,Chinese
2021,Royal Crown,57560040,424980,14211,29,450,109,0,135.44,Chinese
2021,Pokémon UNITE,57073560,566160,12053,38,639,108,1,100.81,Chinese
2021,Ragnarok Online,54306960,2730540,3299,26,612,103,5,19.89,Chinese
2021,Slam Dunk,53395680,1197420,1801,15,376,101,2,44.59,Chinese
2021,Shadowverse,49956420,1041300,4321,17,484,95,1,47.98,Chinese
2021,Warcraft III,49127160,1501320,8681,14,408,93,2,32.72,Chinese
2021,They Are Billions,48105360,149640,9959,6,114,91,0,321.47,Chinese
2021,Mahjong Soul,47252400,1470780,7550,24,2043,89,2,32.13,Chinese
2021,New World,47129100,525120,8179,32,360,89,0,89.75,Chinese
2021,Age of Empires IV,45900300,271320,17324,26,383,87,0,169.17,Chinese
2021,HEAT REBORN,44342880,96240,3163,6,123,84,0,460.75,Chinese
2021,Moonlight Blade Mobile,43751760,253440,15107,14,344,83,0,172.63,Chinese
2021,Tales of Arise,43003320,606660,13718,69,608,81,1,70.89,Chinese
2021,Ninja Must Die,40026600,1838040,2683,44,438,76,3,21.78,Chinese
2021,It Takes Two,39223140,425280,12527,17,1371,74,0,92.23,Chinese
2021,Epic Seven,37606740,504120,1434,9,172,71,0,74.6,Chinese
2021,Red Dead Redemption 2,37536180,405960,6214,20,604,71,0,92.46,Chinese
2021,Street Fighter V,36637080,253560,4011,8,206,69,0,144.49,Chinese
2021,Sekiro: Shadows Die Twice,36264840,524820,8824,15,1076,69,0,69.1,Chinese
2021,For the King,32135880,222300,12393,16,786,61,0,144.56,Chinese
2021,Battlefield 2042,32085240,216300,17430,54,660,61,0,148.34,Chinese
2021,夢三國,31520640,275700,9232,9,1452,59,0,114.33,Chinese
2021,Bloons TD 6,31469820,131220,7356,6,332,59,0,239.82,Chinese
2021,Alien Marauder,30868440,12540,7559,3,15,58,0,2461.6,Chinese
2021,Harry Potter: Magic Awakened,29773020,813780,3824,30,733,56,1,36.59,Chinese
2021,Dragon Ball Z: Goku Hishou-den,28126440,55080,1795,2,11,53,0,510.65,Chinese
2021,NBA 2K22,27794460,63660,11911,9,173,52,0,436.61,Chinese
2021,osu!,27452340,1665180,2798,21,2314,52,3,16.49,Chinese
2021,Project Zomboid,27385680,151860,17424,29,195,52,0,180.34,Chinese
2021,Tribes of Midgard,26437620,344040,26662,90,766,50,0,76.84,Chinese
2021,Dark Souls III,25317360,542280,4307,11,893,48,1,46.69,Chinese
2021,CrossGate,25183020,879840,1433,22,204,47,1,28.62,Chinese
2021,Call of Duty: Mobile,24729240,22320,10182,4,210,47,0,1107.94,Chinese
2021,Monster Hunter Generations,24570600,81540,9640,10,92,46,0,301.33,Chinese
2021,Rhythm Doctor,24401940,160320,13081,30,1211,46,0,152.21,Chinese
2021,Umamusume: Pretty Derby,24145440,346860,2865,17,390,45,0,69.61,Chinese
2021,NieR Replicant ver.1.22474487139...,24128700,388500,11936,80,624,45,0,62.11,Chinese
2021,Billion Road,24084060,9420,13854,4,23,45,0,2556.69,Chinese
2021,Gunfire Reborn,24029460,621300,6362,24,1597,45,1,38.68,Chinese
2021,Yakuza: Like a Dragon,23659080,153600,5468,9,193,45,0,154.03,Chinese
2021,DayZ,23470080,164820,11652,22,89,44,0,142.4,Chinese
2021,I'm Only Sleeping,23275920,507180,5794,14,364,44,0,45.89,Chinese
2021,Home Sweet Home: Survive,23212020,236880,25333,17,264,44,0,97.99,Chinese
2021,7 Days to Die,22950300,585480,5509,16,622,43,1,39.2,Chinese
2021,Summoners War: Sky Arena,21483780,182520,4391,5,99,40,0,117.71,Chinese
2021,Ni no Kuni: Cross Worlds,21326820,495360,6168,32,283,40,0,43.05,Chinese
2021,The Dark Pictures Anthology: House of Ashes,21275700,66480,18822,24,234,40,0,320.03,Chinese
2021,Knockout City,21130620,72480,26434,26,453,40,0,291.54,Chinese
2021,Poker,20313720,349560,4012,6,186,38,0,58.11,Chinese
2021,SCARLET NEXUS,19992480,232800,6763,43,351,38,0,85.88,Chinese
2021,Granblue Fantasy,19989300,939900,862,24,480,38,1,21.27,Chinese
2021,Fate/Grand Order,19763760,642840,4117,19,518,37,1,30.74,Chinese
2021,Kantai Collection,19589400,979860,3366,22,272,37,1,19.99,Chinese
