Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2021,Tom Clancy's Rainbow Six Siege,307566720,15642000,20827,147,12155,585,29,19.66,Korean
2021,Lineage: The Blood Pledge,295642560,5025000,1923,15,77,562,9,58.83,Korean
2021,StarCraft II,277784460,3946140,16944,32,2869,528,7,70.39,Korean
2021,Super Mario Maker 2,241849380,966180,29741,13,532,460,1,250.32,Korean
2021,Dungeon Fighter Online,237399120,6617160,65876,79,2008,451,12,35.88,Korean
2021,Food & Drink,226536780,826140,20066,16,2895,431,1,274.21,Korean
2021,Kartrider,212804220,5950380,19320,56,6318,404,11,35.76,Korean
2021,VRChat,196875000,3225180,26850,72,3117,374,6,61.04,Korean
2021,Monster Hunter Rise,190223760,3408900,25051,198,2286,361,6,55.8,Korean
2021,Epic Seven,183164760,2313060,11902,27,530,348,4,79.19,Korean
2021,KartRider Rush+,155657820,4149300,3622,44,2409,296,7,37.51,Korean
2021,Talk Shows & Podcasts,145859100,501900,15923,12,1643,277,0,290.61,Korean
2021,Rust,145117740,2661780,27749,35,1408,276,5,54.52,Korean
2021,Warcraft III,140639640,3161640,8737,26,1278,267,6,44.48,Korean
2021,ALTF4,133168620,826620,30133,32,4211,253,1,161.1,Korean
2021,Cyphers,125331240,5617140,1755,43,2091,238,10,22.31,Korean
2021,Skul: The Hero Slayer,118910220,1738620,34530,126,5006,226,3,68.39,Korean
2021,Animal Crossing: New Horizons,118364880,2137320,26850,93,2178,225,4,55.38,Korean
2021,Grand Theft Auto V,117550140,6426420,5165,69,7318,223,12,18.29,Korean
2021,Pokémon Brilliant Diamond/Shining Pearl,116935140,711600,38919,111,882,222,1,164.33,Korean
2021,Fall Guys,112433580,1863120,34390,43,6228,213,3,60.35,Korean
2021,Street Fighter V,111946560,1341120,9684,23,407,213,2,83.47,Korean
2021,Umamusume: Pretty Derby,109368840,897480,10263,23,740,208,1,121.86,Korean
2021,Jump King,108172800,627480,28670,13,1526,205,1,172.39,Korean
2021,Resident Evil Village,107765880,839280,48939,181,1579,205,1,128.4,Korean
2021,The Binding of Isaac: Repentance,104907240,712500,17221,18,1370,199,1,147.24,Korean
2021,Valheim,104560500,3071760,19639,123,3256,198,5,34.04,Korean
2021,Cookie Run: Kingdom,104076900,1951920,21275,82,3077,198,3,53.32,Korean
2021,Heroes of the Storm,102270360,3878160,10743,32,1873,194,7,26.37,Korean
2021,Pokémon UNITE,102062340,1763400,27343,97,1691,194,3,57.88,Korean
2021,Special Events,100898220,126660,58940,132,558,191,0,796.61,Korean
2021,Teamfight Manager,92211180,426960,61079,90,1497,175,0,215.97,Korean
2021,Among Us,91814580,1803480,36180,48,7748,174,3,50.91,Korean
2021,It Takes Two,91085340,1136520,18419,41,3069,173,2,80.14,Korean
2021,Call of Duty: Warzone,86783280,3263220,12099,36,1755,165,6,26.59,Korean
2021,ASMR,85449300,914880,6271,16,1116,162,1,93.4,Korean
2021,Back 4 Blood,84301260,1486440,26710,123,2453,160,2,56.71,Korean
2021,Subnautica: Below Zero,82854540,279720,46441,47,499,157,0,296.21,Korean
2021,They Are Billions,82648140,437040,8601,8,258,157,0,189.11,Korean
2021,Blue Archive,81719580,905400,30576,131,1505,155,1,90.26,Korean
2021,Football Manager 2021,78990180,461520,17844,8,395,150,0,171.15,Korean
2021,FIFA 22,76002420,673620,38980,32,500,144,1,112.83,Korean
2021,The King of Fighters '98,75146760,484680,15936,13,251,142,0,155.04,Korean
2021,The Long Dark,75102900,729060,5316,14,986,142,1,103.01,Korean
2021,Yu-Gi-Oh! Duel Links,75040980,1117140,4992,15,838,142,2,67.17,Korean
2021,Dark Souls III,74458320,2754240,11132,29,3181,141,5,27.03,Korean
2021,Monster Hunter: World,72581700,6127200,3119,68,4264,138,11,11.85,Korean
2021,Little Nightmares II,72031860,734220,25932,126,2660,137,1,98.11,Korean
2021,Euro Truck Simulator 2,71607720,911580,11032,15,1840,136,1,78.55,Korean
2021,Retro,70401480,1950420,10337,22,627,133,3,36.1,Korean
2021,Travel & Outdoors,69640200,422760,19279,9,2475,132,0,164.73,Korean
2021,Lost Judgment,69528660,286740,29531,26,226,132,0,242.48,Korean
2021,RimWorld,66224880,621000,4859,9,394,126,1,106.64,Korean
2021,NARAKA: BLADEPOINT,65423700,703680,35779,67,826,124,1,92.97,Korean
2021,SUPER PEOPLE,62023020,2230800,21560,337,3512,118,4,27.8,Korean
2021,The Legend of Zelda: Breath of the Wild,60654600,878520,8725,16,1034,115,1,69.04,Korean
2021,Diablo II,59579220,1177500,6141,20,650,113,2,50.6,Korean
2021,World of Tanks,59540580,1933380,2928,19,584,113,3,30.8,Korean
2021,Guilty Gear: Strive,58374900,859800,12658,29,655,111,1,67.89,Korean
2021,League of Legends: Wild Rift,57817860,782700,15659,24,1206,110,1,73.87,Korean
2021,Don't Starve Together,55681860,2035380,10040,24,2401,105,3,27.36,Korean
2021,Sudden Attack,54591000,1304400,46797,32,2698,103,2,41.85,Korean
2021,Super Mario Party,51944700,48660,37084,7,224,98,0,1067.5,Korean
2021,Mario Party Superstars,51718680,83520,38422,27,280,98,0,619.24,Korean
2021,Pokémon Sword/Shield,51102480,1579560,8100,45,1047,97,3,32.35,Korean
2021,Darkest Dungeon,50637600,720360,6129,16,1158,96,1,70.29,Korean
2021,Langrisser Mobile,50251800,1605780,3435,22,484,95,3,31.29,Korean
2021,Ni no Kuni: Cross Worlds,50072880,553740,16718,119,905,95,1,90.43,Korean
2021,Twelve Minutes,48390780,126840,63744,42,569,92,0,381.51,Korean
2021,Yakuza 6: The Song of Life,48031980,129720,22468,15,181,91,0,370.27,Korean
2021,DJMAX Respect,46092600,2576400,23430,72,4693,87,4,17.89,Korean
2021,Far Cry 6,45942300,224820,28681,52,340,87,0,204.35,Korean
2021,Darkest Dungeon II,44920320,118860,29646,17,217,85,0,377.93,Korean
2021,Age of Empires IV,44569980,309900,15125,20,291,84,0,143.82,Korean
