Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2021,League of Legends,15081106500,113153520,683529,763,62939,28696,215,133.28,Korean
2021,Just Chatting,14854305420,165231360,184454,2143,67207,28264,314,89.9,Korean
2021,Lost Ark,5361424500,58624680,170103,537,19250,10201,111,91.45,Korean
2021,Minecraft,1764459780,23501580,72983,224,23529,3357,44,75.08,Korean
2021,Teamfight Tactics,1633964400,13479300,61334,169,14018,3109,25,121.22,Korean
2021,Hearthstone,1534339140,6039000,36658,47,3790,2919,11,254.07,Korean
2021,PUBG: BATTLEGROUNDS,1411161780,33878160,59048,276,22207,2685,64,41.65,Korean
2021,World of Warcraft,1403042640,28818540,39547,231,4203,2669,54,48.69,Korean
2021,StarCraft,1118782920,4954380,97870,60,5105,2128,9,225.82,Korean
2021,Dead by Daylight,1071065700,17173620,38462,122,8268,2038,32,62.37,Korean
2021,Eternal Return,1041163140,22421880,73059,236,14245,1981,42,46.44,Korean
2021,Escape from Tarkov,1023879540,12815280,28877,114,4441,1948,24,79.9,Korean
2021,Overwatch,1004112120,31180680,51762,194,19367,1910,59,32.2,Korean
2021,Diablo II: Resurrected,945034500,8629560,91088,335,4908,1798,16,109.51,Korean
2021,Art,927012360,22574880,41563,131,10447,1763,42,41.06,Korean
2021,VALORANT,796373400,38386080,28557,252,21173,1515,73,20.75,Korean
2021,Apex Legends,752869080,24269400,25872,176,13419,1432,46,31.02,Korean
2021,MapleStory,630873300,14698980,48845,191,8770,1200,27,42.92,Korean
2021,Project Zomboid,569681220,2224920,66208,81,2337,1083,4,256.05,Korean
2021,Tekken 7,501321000,8240100,69679,81,5334,953,15,60.84,Korean
2021,Games + Demos,498930900,4888140,37542,56,9219,949,9,102.07,Korean
2021,Music,422059680,9448500,14490,69,11536,803,17,44.67,Korean
2021,Black Desert,389929260,6672420,11335,40,1366,741,12,58.44,Korean
2021,Path of Exile,362512380,6219000,7326,67,1245,689,11,58.29,Korean
2021,Spelunky 2,330698040,523560,17016,13,460,629,0,631.63,Korean
2021,Genshin Impact,321113760,11179500,13402,152,5816,611,21,28.72,Korean
