Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2019,League of Legends,6458357820,116666760,131309,866,101434,12288,221,55.36,Portuguese
2019,Counter-Strike: Global Offensive,4773294900,55704600,188024,391,75663,9082,105,85.69,Portuguese
2019,Grand Theft Auto V,2213789280,21570120,75766,176,26353,4212,41,102.63,Portuguese
2019,Just Chatting,2077146840,19972800,135487,160,41709,3952,38,104,Portuguese
2019,Fortnite,1188256500,57534000,40444,584,72008,2261,109,20.65,Portuguese
2019,Tibia,891768960,23639400,16822,128,9850,1696,44,37.72,Portuguese
2019,Teamfight Tactics,885348480,10679580,54735,277,21171,1684,20,82.9,Portuguese
2019,Dota 2,709372500,9909600,21779,60,7290,1349,18,71.58,Portuguese
2019,Tom Clancy's Rainbow Six Siege,683998320,14782800,38725,121,24693,1301,28,46.27,Portuguese
2019,PUBG: BATTLEGROUNDS,656682240,34377000,19613,269,39804,1249,65,19.1,Portuguese
2019,Apex Legends,486244800,20516040,31583,619,37198,925,39,23.7,Portuguese
2019,Overwatch,264917880,8447280,19707,77,13761,504,16,31.36,Portuguese
2019,Escape from Tarkov,252076620,3540900,30202,51,1998,479,6,71.19,Portuguese
2019,World of Warcraft,197161920,9235800,19100,241,7227,375,17,21.35,Portuguese
2019,Sea of Thieves,185357040,1915860,26517,37,4948,352,3,96.75,Portuguese
2019,Dead by Daylight,178589820,8368560,26380,84,10232,339,15,21.34,Portuguese
2019,Black Desert,167447520,6290400,5493,37,4210,318,11,26.62,Portuguese
2019,ARK: Survival Evolved,167149980,1891020,31604,35,2771,318,3,88.39,Portuguese
2019,FIFA 20,159075360,3021840,20301,90,4702,302,5,52.64,Portuguese
2019,Garena Free Fire,147091140,4228080,14120,56,7353,279,8,34.79,Portuguese
2019,Hearthstone,140491320,2239380,5213,37,3904,267,4,62.74,Portuguese
2019,Summoners War: Sky Arena,118255620,1372380,5860,15,501,225,2,86.17,Portuguese
2019,FIFA 19,112577340,4340760,6215,50,9086,214,8,25.93,Portuguese
2019,Call of Duty: Warzone,102869280,2506320,29073,170,6443,195,4,41.04,Portuguese
2019,Conan Exiles,101636940,556080,25725,40,1171,193,1,182.77,Portuguese
2019,Minecraft,90380460,7942560,8305,79,22581,171,15,11.38,Portuguese
2019,Poker,79284960,1268100,5067,17,1054,150,2,62.52,Portuguese
2019,Magic: The Gathering,72684540,1829700,1719,29,2124,138,3,39.72,Portuguese
2019,Resident Evil 2,71057220,1696260,38001,213,6473,135,3,41.89,Portuguese
2019,Saint Seiya: Awakening,67636020,658980,4447,19,628,128,1,102.64,Portuguese
2019,Death Stranding,64681320,476460,35583,66,855,123,0,135.75,Portuguese
2019,Albion Online,62295540,2391060,4475,41,2984,118,4,26.05,Portuguese
2019,Yu-Gi-Oh! Duel Links,60638220,695700,4438,12,1020,115,1,87.16,Portuguese
2019,NBA 2K20,56103660,239940,9984,19,376,106,0,233.82,Portuguese
2019,Legends of Runeterra,56092380,455940,18929,101,1807,106,0,123.03,Portuguese
2019,Sekiro: Shadows Die Twice,53183700,1023600,25735,85,3439,101,1,51.96,Portuguese
2019,Special Events,50925960,162420,134640,239,1008,96,0,313.54,Portuguese
2019,Days Gone,49091760,541080,27597,43,1391,93,1,90.73,Portuguese
2019,Path of Exile,48868080,3357480,1488,81,3415,92,6,14.55,Portuguese
2019,Mortal Kombat 11,40226760,603660,44819,50,1584,76,1,66.64,Portuguese
2019,Lineage II: The Chaotic Throne - The 1st Throne: The Kamael,40149720,1237260,2448,17,926,76,2,32.45,Portuguese
2019,Travel & Outdoors,38821680,430200,12568,8,3635,73,0,90.24,Portuguese
