Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2022,Just Chatting,17159937960,176349900,219171,1835,74215,32652,335,97.31,Korean
2022,League of Legends,13122638760,134043480,813864,906,56701,24969,255,97.9,Korean
2022,Lost Ark,4446447000,95379780,153273,822,20621,8460,181,46.62,Korean
2022,VALORANT,2287937760,66090120,117105,467,32908,4353,125,34.62,Korean
2022,Minecraft,1552184460,22653720,88592,210,21850,2953,43,68.52,Korean
2022,Hearthstone,1205465820,6138060,50555,47,3199,2293,11,196.39,Korean
2022,World of Warcraft,1150514580,31478400,22342,280,3459,2189,59,36.55,Korean
2022,ELDEN RING,1098517740,16334700,146412,1083,9157,2090,31,67.25,Korean
2022,Teamfight Tactics,1085909640,18770820,30389,224,16621,2066,35,57.85,Korean
2022,Escape from Tarkov,993964740,12858120,47218,124,3718,1891,24,77.3,Korean
2022,Apex Legends,868357800,32032560,30015,247,14019,1652,60,27.11,Korean
2022,Project Zomboid,809317800,4586100,68324,83,3975,1539,8,176.47,Korean
2022,Dead by Daylight,779209200,14395800,38268,97,5567,1482,27,54.13,Korean
2022,StarCraft,758898660,5771940,60018,98,5387,1444,10,131.48,Korean
2022,Overwatch 2,748286880,14361960,94611,664,16002,1423,27,52.1,Korean
2022,MapleStory,745627620,21211080,34190,267,8876,1418,40,35.15,Korean
2022,Art,686005260,25903860,17849,145,9965,1305,49,26.48,Korean
2022,Eternal Return,680306160,16067580,45163,247,8297,1294,30,42.34,Korean
2022,VRChat,674878920,3637620,93763,90,4124,1284,6,185.53,Korean
2022,Overwatch,650372880,21859020,61065,189,13783,1237,41,29.75,Korean
2022,Genshin Impact,581684940,21801240,38936,394,10474,1106,41,26.68,Korean
2022,Dungeon Fighter Online,556339680,9974820,43286,98,2871,1058,18,55.77,Korean
2022,PUBG: BATTLEGROUNDS,539607300,38764020,34214,329,21397,1026,73,13.92,Korean
2022,Umamusume: Pretty Derby,522317040,3489240,75215,234,3337,993,6,149.69,Korean
2022,Music,521944200,12183660,36325,81,13519,993,23,42.84,Korean
2022,Yu-Gi-Oh! Master Duel,503915040,8286120,27256,121,6536,958,15,60.81,Korean
2022,Black Desert,460913400,8378760,12522,49,1207,877,15,55.01,Korean
2022,Mahjong Soul,448390200,3285420,53673,84,2388,853,6,136.48,Korean
2022,Vampire Survivors,437430180,3261600,67082,203,9639,832,6,134.12,Korean
2022,Games + Demos,428605080,5838240,54412,66,8557,815,11,73.41,Korean
2022,Goose Goose Duck,410228160,4315440,69572,144,10145,780,8,95.06,Korean
2022,Rust,404841480,4394220,37578,214,1903,770,8,92.13,Korean
2022,Fall Guys,327642840,4044480,52792,100,11072,623,7,81.01,Korean
2022,Tekken 7,270006720,7832760,40645,72,4231,513,14,34.47,Korean
2022,Path of Exile,258408540,5415120,6863,87,921,491,10,47.72,Korean
2022,Pokémon Scarlet/Violet,250699260,2909280,77574,416,2128,477,5,86.17,Korean
2022,Kartrider,247179660,4798140,54020,64,4978,470,9,51.52,Korean
2022,Monster Hunter Rise,227531520,7073820,19567,206,3472,432,13,32.17,Korean
2022,Lineage: The Blood Pledge,215094300,5712360,1088,18,81,409,10,37.65,Korean
2022,ASMR,191993880,2687940,8608,19,1719,365,5,71.43,Korean
2022,Diablo II: Resurrected,190522380,8125140,16601,233,2304,362,15,23.45,Korean
2022,Spelunky 2,173237100,663720,27150,11,486,329,1,261.01,Korean
2022,Food & Drink,173136600,791100,17638,16,2663,329,1,218.86,Korean
2022,Tom Clancy's Rainbow Six Siege,172539720,8950260,11702,115,7285,328,17,19.28,Korean
2022,Grand Theft Auto V,168841620,6418260,15613,63,6059,321,12,26.31,Korean
2022,StarCraft II,160026660,3148200,7296,28,2129,304,5,50.83,Korean
2022,Football Manager 2022,159726900,629220,24252,10,363,303,1,253.85,Korean
2022,Warcraft III,136147440,3246420,17440,27,1052,259,6,41.94,Korean
2022,Epic Seven,134393160,1515600,12865,24,436,255,2,88.67,Korean
2022,Cult of the Lamb,126639660,1220280,38651,94,2228,240,2,103.78,Korean
2022,Pokémon Legends: Arceus,124568280,1892100,66421,262,1951,237,3,65.84,Korean
2022,Cyphers,123125580,6288840,6840,48,1883,234,11,19.58,Korean
2022,Dark and Darker,122292420,694920,35410,108,1067,232,1,175.98,Korean
2022,SUPER PEOPLE,116650560,5190120,22222,202,3610,221,9,22.48,Korean
2022,Retro,116383740,2910240,18450,25,686,221,5,39.99,Korean
2022,Super Mario Maker 2,111906660,706440,27772,11,434,212,1,158.41,Korean
2022,Tale of Immortal,111807180,273720,19832,12,138,212,0,408.47,Korean
2022,Poppy Playtime,108831900,961680,60278,182,7028,207,1,113.17,Korean
2022,Diablo Immortal,107596920,1444500,28743,164,1277,204,2,74.49,Korean
2022,THE KING OF FIGHTERS XV,100849920,841860,9218,37,375,191,1,119.79,Korean
2022,God of War Ragnarök,100795920,1129260,56824,183,838,191,2,89.26,Korean
2022,Dragon Ball: The Breakers,95343840,336420,23982,25,285,181,0,283.41,Korean
2022,Mount & Blade II: Bannerlord,93986520,679920,22113,15,425,178,1,138.23,Korean
2022,The Witcher 3: Wild Hunt,93533460,836880,52541,66,912,177,1,111.76,Korean
2022,GODDESS OF VICTORY: NIKKE,91979400,627540,18031,79,836,175,1,146.57,Korean
2022,KartRider Rush+,91212180,3691320,2271,38,3213,173,7,24.71,Korean
2022,Sexy Fighter,90285240,1543140,1207,18,189,171,2,58.51,Korean
2022,Special Events,88920660,274740,59897,46,828,169,0,323.65,Korean
2022,Dying Light 2: Stay Human,84160980,1328700,36701,220,1462,160,2,63.34,Korean
2022,Rogue Legacy 2,81392340,340800,37471,37,510,154,0,238.83,Korean
2022,Blue Archive,80913840,1343580,19136,65,1509,153,2,60.22,Korean
2022,UNDECEMBER,78838200,2792220,23552,125,935,150,5,28.23,Korean
2022,Dave the Diver,78726420,617400,40574,55,1480,149,1,127.51,Korean
2022,Love Delivery,76079040,715920,16882,40,1941,144,1,106.27,Korean
2022,Brotato,75662880,479040,23804,38,1390,143,0,157.95,Korean
2022,Call of Duty: Modern Warfare II,73730940,1581660,53369,151,2022,140,3,46.62,Korean
2022,FIFA Online 4,73722360,3885600,10992,36,3820,140,7,18.97,Korean
2022,SIFU,71274900,206280,32184,53,450,135,0,345.53,Korean
2022,Gran Turismo 7,70763760,313680,31091,24,345,134,0,225.59,Korean
2022,Raft,67548540,2155560,10649,71,4039,128,4,31.34,Korean
2022,The Long Dark,66620820,860820,17005,15,695,126,1,77.39,Korean
2022,Heroes of the Storm,66612180,3990360,8413,38,1508,126,7,16.69,Korean
2022,Euro Truck Simulator 2,66608940,1106880,15569,18,1964,126,2,60.18,Korean
2022,League of Legends: Wild Rift,64798020,1840140,18552,23,2823,123,3,35.21,Korean
2022,Slay the Spire,63004140,576060,14730,11,1163,119,1,109.37,Korean
2022,Dungeon & Fighter Mobile,62508180,2835240,43355,77,1219,118,5,22.05,Korean
2022,FIFA 23,61787100,818100,31691,73,589,117,1,75.53,Korean
2022,Talk Shows & Podcasts,61577280,857400,10174,14,2402,117,1,71.82,Korean
2022,ArcheAge,59314200,662520,2642,14,172,112,1,89.53,Korean
2022,The Great Ace Attorney Chronicles,58945320,414060,11777,19,291,112,0,142.36,Korean
2022,World of Tanks,58826340,2255160,3362,20,622,111,4,26.09,Korean
2022,Guilty Gear: Strive,58748700,1535820,11045,27,773,111,2,38.25,Korean
2022,Internet Cafe Simulator 2,58197120,111060,26535,18,376,110,0,524.02,Korean
2022,Street Fighter V,57785580,799440,8659,16,307,109,1,72.28,Korean
2022,They Are Billions,57394740,424800,4597,7,203,109,0,135.11,Korean
2022,The Quarry,57090180,265500,31545,72,551,108,0,215.03,Korean
2022,The Callisto Protocol,56975700,297300,49347,182,555,108,0,191.64,Korean
2022,The Binding of Isaac: Repentance,56414220,469140,15729,10,892,107,0,120.25,Korean
2022,Horizon Forbidden West,54771000,1012500,32372,147,859,104,1,54.09,Korean
2022,DNF Duel,54141480,452580,20743,83,495,103,0,119.63,Korean
