Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2021,Just Chatting,64049207040,509270760,595484,4377,896236,121873,969,125.77,English
2021,Grand Theft Auto V,47823384480,298562280,392366,1394,544810,90998,568,160.18,English
2021,League of Legends,34340572260,354845160,894613,2816,322009,65343,675,96.78,English
2021,Call of Duty: Warzone,28515766320,686084880,824510,5433,471065,54259,1305,41.56,English
2021,VALORANT,28096304100,596041740,664088,3300,617772,53461,1134,47.14,English
2021,Minecraft,25287823320,564108240,887132,3563,1219484,48117,1073,44.83,English
2021,Apex Legends,24966959160,798841320,325321,6117,961305,47507,1520,31.25,English
2021,Fortnite,22277855100,712737840,416402,10563,1491683,42390,1356,31.26,English
2021,Escape from Tarkov,14904260340,240148920,352598,2347,126923,28359,456,62.06,English
2021,World of Warcraft,14723716440,244051260,271314,3022,145685,28016,464,60.33,English
2021,Dota 2,13685441040,44622000,584669,172,35995,26040,84,306.7,English
2021,Counter-Strike: Global Offensive,13340453460,80037960,794293,457,184808,25384,152,166.68,English
2021,Slots,11909946000,20758020,199952,88,13823,22662,39,573.75,English
2021,Rust,11395056480,75710160,707905,1196,140479,21682,144,150.51,English
2021,Music,11261901840,231392040,257534,1637,145830,21429,440,48.67,English
2021,Dead by Daylight,9306804540,407939400,153170,2469,335430,17709,776,22.81,English
2021,New World,6924547920,99340500,627129,5557,111797,13176,189,69.71,English
2021,Rocket League,6782884200,205268400,225980,1460,559434,12906,390,33.04,English
2021,Hearthstone,6652776420,24897300,73943,232,27422,12658,47,267.21,English
2021,Chess,6056024940,20926200,240752,134,36641,11523,39,289.4,English
2021,Tom Clancy's Rainbow Six Siege,6037006200,132253740,148986,985,358277,11487,251,45.65,English
2021,Path of Exile,5616328320,34529160,278446,1056,29005,10686,65,162.65,English
2021,Genshin Impact,5323367880,134601000,495898,1886,198337,10129,256,39.55,English
2021,FINAL FANTASY XIV ONLINE,5236006440,139767180,170565,2046,106574,9963,265,37.46,English
2021,Overwatch,5078860320,166713600,83061,1077,245367,9664,317,30.46,English
2021,Teamfight Tactics,4890681240,39093480,70106,417,59240,9306,74,125.1,English
2021,FIFA 21,4680105540,59801100,271855,2350,201252,8905,113,78.26,English
2021,Destiny 2,4428995220,179474280,256538,6298,203115,8427,341,24.68,English
2021,ASMR,4256697900,26997480,67875,109,25770,8099,51,157.67,English
2021,Art,4244763780,183938340,59723,749,175753,8076,349,23.08,English
2021,Among Us,3852373020,51105300,279159,2390,222972,7330,97,75.38,English
2021,Old School RuneScape,3550454520,57944760,96046,278,32773,6755,110,61.27,English
