Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2018,Mario Tennis Aces,20364720,32820,10118,10,118,38,0,620.5,Chinese
2018,Dragalia Lost,20294760,195060,6516,15,244,38,0,104.04,Chinese
2018,MapleStory M,19281300,180900,18440,21,352,36,0,106.59,Chinese
2018,Russian Fishing 4,18967440,358500,4478,14,382,36,0,52.91,Chinese
2018,Warhammer: Vermintide 2,18825780,508080,14579,48,1022,35,0,37.05,Chinese
2018,Creative,18687480,1237740,1356,17,813,35,2,15.1,Chinese
2018,Battlefield V,18523560,485700,7014,38,938,35,0,38.14,Chinese
2018,BBOnline 2,18206520,129780,1771,6,110,34,0,140.29,Chinese
2018,World of Tanks,17482860,542040,7866,10,443,33,1,32.25,Chinese
2018,XCOM: Enemy Unknown,16777740,13260,7570,3,15,31,0,1265.29,Chinese
2018,Dead Cells,16772040,106860,8099,8,542,31,0,156.95,Chinese
2018,Lineage M,16692480,521100,6691,18,374,31,0,32.03,Chinese
2018,Knives Out,16202460,125400,8520,10,375,30,0,129.21,Chinese
2018,Persona 5,15993480,257820,2761,9,207,30,0,62.03,Chinese
2018,Warframe,15849120,1851300,575,25,1355,30,3,8.56,Chinese
2018,A Way Out,15450300,83280,17982,17,502,29,0,185.52,Chinese
2018,Black Desert Mobile,15134460,409860,3915,28,322,28,0,36.93,Chinese
2018,Frostpunk,15035220,92640,10009,21,284,28,0,162.3,Chinese
2018,Divinity: Original Sin II,14890140,77100,9341,6,185,28,0,193.13,Chinese
2018,Shenmue I & II,14292840,12180,7335,6,28,27,0,1173.47,Chinese
2018,Vindictus,13233180,1063620,253,13,381,25,2,12.44,Chinese
2018,Tabletop Simulator,13163040,19500,8132,4,151,25,0,675.03,Chinese
2018,Artifact,13045560,104820,6471,21,198,24,0,124.46,Chinese
2018,The Witcher 3: Wild Hunt,12666900,212760,1984,7,539,24,0,59.54,Chinese
2018,Atlas,12641340,77040,5498,17,99,24,0,164.09,Chinese
2018,Overcooked! 2,12562020,278520,9185,70,1197,23,0,45.1,Chinese
2018,Armello,12549180,18540,8968,5,161,23,0,676.87,Chinese
2018,Super Mario Odyssey,12237240,28080,8463,4,127,23,0,435.8,Chinese
2018,Don't Starve Together,12092520,362940,4833,11,863,23,0,33.32,Chinese
2018,World of Warships,12076680,1064760,6946,16,561,22,2,11.34,Chinese
2018,Kingdom Come: Deliverance,12046740,92640,9677,11,154,22,0,130.04,Chinese
