Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2018,League of Legends,2678686860,30452220,108695,204,20150,5097,57,87.96,Chinese
2018,Hearthstone,1741260840,4863600,37559,85,4988,3313,9,358.02,Chinese
2018,Music,1603313160,2318040,13085,11,699,3050,4,691.67,Chinese
2018,PUBG: BATTLEGROUNDS,1451157480,24016320,47270,225,16890,2761,45,60.42,Chinese
2018,IRL,1284889440,11018040,28782,109,9692,2444,20,116.62,Chinese
2018,Just Chatting,429188280,3239940,26301,145,3512,816,6,132.47,Chinese
2018,Dead by Daylight,382208820,3843840,18212,53,2847,727,7,99.43,Chinese
2018,Monster Hunter: World,337006080,11987400,29086,460,9614,641,22,28.11,Chinese
2018,Overwatch,218499600,5785260,18320,57,5333,415,11,37.77,Chinese
2018,Shadowverse,186930180,3687540,6128,40,1571,355,7,50.69,Chinese
2018,Talk Shows & Podcasts,181639380,1033140,25356,29,1815,345,1,175.81,Chinese
2018,Always On,164936040,102360,9738,1,2,313,0,1611.33,Chinese
2018,Tom Clancy's Rainbow Six Siege,158174400,4989000,27756,64,4803,300,9,31.7,Chinese
2018,Path of Exile,157046280,5225280,6167,88,2741,298,9,30.06,Chinese
2018,Warcraft III,151800660,2089320,18868,22,700,288,3,72.66,Chinese
2018,Fortnite,143311980,2917740,9773,31,2434,272,5,49.12,Chinese
2018,They Are Billions,134265600,280380,12360,15,357,255,0,478.87,Chinese
2018,"Pokémon: Let's Go, Pikachu!",130949700,457380,41394,61,520,249,0,286.3,Chinese
2018,Games + Demos,127008420,517260,11192,18,594,241,0,245.54,Chinese
2018,Fate/Grand Order,126103440,1930020,18813,33,1542,239,3,65.34,Chinese
2018,StarCraft II,119107560,874980,10906,14,757,226,1,136.13,Chinese
2018,Black Desert,114462900,3787860,6961,30,2070,217,7,30.22,Chinese
2018,Battlerite Royale,111932520,475320,12525,28,731,212,0,235.49,Chinese
2018,Street Fighter V,107119740,479640,10299,12,482,203,0,223.33,Chinese
2018,Red Dead Redemption 2,77864160,1190160,20709,116,1361,148,2,65.42,Chinese
2018,God of War,67695960,1009080,21860,112,1432,128,1,67.09,Chinese
2018,Age of Empires II,67301100,532440,8711,10,587,128,1,126.4,Chinese
2018,Assassin's Creed Odyssey,67297380,964680,14970,75,791,128,1,69.76,Chinese
2018,World of Warcraft,64102740,6574080,5997,142,2551,121,12,9.75,Chinese
2018,Call of Duty: Black Ops 4,62199420,978720,13563,75,1435,118,1,63.55,Chinese
2018,Princess Connect! Re:Dive,60886620,866220,10302,30,714,115,1,70.29,Chinese
2018,Detroit: Become Human,60718320,525600,25616,85,1126,115,1,115.52,Chinese
2018,NBA 2K19,59972220,227820,8923,21,347,114,0,263.24,Chinese
2018,Dark Souls,59151360,380400,17422,31,478,112,0,155.5,Chinese
2018,MapleStory,53132220,3563760,8673,35,2159,101,6,14.91,Chinese
2018,The Legend of Zelda: Breath of the Wild,49780140,435420,9582,14,368,94,0,114.33,Chinese
2018,Slay the Spire,49124280,363780,8542,20,900,93,0,135.04,Chinese
2018,Counter-Strike: Global Offensive,48379080,2176740,6693,30,3447,92,4,22.23,Chinese
2018,Minecraft,47758260,2191020,13627,29,2847,90,4,21.8,Chinese
2018,Judgement,47682120,264360,16069,44,221,90,0,180.37,Chinese
2018,Super Smash Bros. Ultimate,45233700,248760,17903,59,382,86,0,181.84,Chinese
2018,FIFA 18,45103380,103620,7646,10,332,85,0,435.28,Chinese
2018,Heroes of the Storm,43971000,1349640,5583,15,907,83,2,32.58,Chinese
2018,Dragon Ball FighterZ,38771760,100740,14933,11,395,73,0,384.87,Chinese
2018,Kantai Collection,37592820,1880880,6002,41,869,71,3,19.99,Chinese
2018,Mario Kart 8,35614380,46140,8365,4,178,67,0,771.88,Chinese
2018,Mega Man 11,34716420,134100,10013,42,358,66,0,258.88,Chinese
2018,Kartrider,34326120,1195020,5886,22,1784,65,2,28.72,Chinese
2018,Yakuza Kiwami 2,34302600,102240,12641,14,160,65,0,335.51,Chinese
2018,Far Cry 5,33646140,289020,23870,65,753,64,0,116.41,Chinese
2018,Fist of the North Star: Lost Paradise,32004720,120540,17212,35,162,60,0,265.51,Chinese
2018,Marvel's Spider-Man,29809020,494220,14386,83,984,56,0,60.32,Chinese
2018,Jurassic World Evolution,29715540,124980,20959,36,257,56,0,237.76,Chinese
2018,Company of Heroes 2,29592240,102240,6492,4,78,56,0,289.44,Chinese
2018,Bloodborne,28267560,314940,5278,17,855,53,0,89.76,Chinese
2018,For Honor,28047480,182280,8937,12,547,53,0,153.87,Chinese
2018,XCOM 2: War of the Chosen,25883880,36060,6457,4,56,49,0,717.8,Chinese
2018,FIFA 19,24745800,112860,8189,17,269,47,0,219.26,Chinese
2018,Realm Royale Reforged,24350820,201420,11286,23,699,46,0,120.9,Chinese
2018,Dark Souls III,23431920,583620,4455,13,1160,44,1,40.15,Chinese
2018,osu!,23042400,1081440,4306,17,2257,43,2,21.31,Chinese
2018,Ragnarok Online,22873320,1470720,2487,18,706,43,2,15.55,Chinese
2018,Blade & Soul,22457940,2722560,2246,35,1355,42,5,8.25,Chinese
2018,Left 4 Dead 2,21960720,531180,14647,16,1428,41,1,41.34,Chinese
2018,Yakuza 3,21737160,100020,11342,23,99,41,0,217.33,Chinese
2018,Granblue Fantasy,21687840,1317000,606,23,771,41,2,16.47,Chinese
2018,Moonlight Blade,21448380,916740,8731,46,858,40,1,23.4,Chinese
2018,Fate Seeker,21337980,151320,10808,19,289,40,0,141.01,Chinese
2018,Girls' Frontline,20911440,881700,397,28,586,39,1,23.72,Chinese
