Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2018,Witch It,24581880,7380,47080,9,108,46,0,3330.88,Portuguese
2018,Garry's Mod,24566520,76380,49848,9,1103,46,0,321.64,Portuguese
2018,Ragnarok Online,23183820,1232760,4102,19,1288,44,2,18.81,Portuguese
2018,E3 2018,23148420,91740,40918,174,405,44,0,252.33,Portuguese
2018,UNO,22793400,76020,38032,10,1318,43,0,299.83,Portuguese
2018,Golf It!,22346040,24060,33798,6,299,42,0,928.76,Portuguese
2018,Bully: Scholarship Edition,22021200,7620,23781,3,230,41,0,2889.92,Portuguese
2018,Magic: The Gathering,21146280,810120,1452,23,1411,40,1,26.1,Portuguese
2018,MU Online,20968440,340620,1688,9,411,39,0,61.56,Portuguese
2018,Dungeons & Dragons,20598600,273720,5037,11,362,39,0,75.25,Portuguese
2018,NBA 2K19,20152020,99420,8868,10,387,38,0,202.7,Portuguese
2018,Retro,20056260,714000,1800,13,734,38,1,28.09,Portuguese
2018,A Way Out,19982040,56820,27600,25,539,38,0,351.67,Portuguese
2018,Dying Light,19959960,150120,20946,10,1405,37,0,132.96,Portuguese
2018,theHunter: Call of the Wild,19898940,95580,27533,11,414,37,0,208.19,Portuguese
2018,Don't Starve Together,18749340,508920,19098,13,1783,35,0,36.84,Portuguese
2018,Oxygen Not Included,18190980,148920,3982,8,401,34,0,122.15,Portuguese
2018,"Pokémon: Let's Go, Pikachu!",17531040,142380,21831,19,216,33,0,123.13,Portuguese
2018,DayZ,17410080,422880,22931,27,1207,33,0,41.17,Portuguese
2018,The Witcher 3: Wild Hunt,17221980,494400,6247,11,2367,32,0,34.83,Portuguese
2018,Lineage II: The Chaotic Throne - The 1st Throne: The Kamael,17157120,721560,859,37,816,32,1,23.78,Portuguese
2018,We Happy Few,16508340,44580,25014,10,303,31,0,370.31,Portuguese
2018,Beat Saber,16450440,14040,10228,3,170,31,0,1171.68,Portuguese
2018,Creative,16314840,1197360,10551,20,2461,31,2,13.63,Portuguese
2018,Black Squad,16306260,806580,14956,17,2658,31,1,20.22,Portuguese
2018,Euro Truck Simulator 2,16279440,1107300,8118,18,3324,30,2,14.7,Portuguese
2018,Gang Beasts,16034580,14340,30065,7,521,30,0,1118.17,Portuguese
2018,No Man's Sky,15969480,268020,29770,44,933,30,0,59.58,Portuguese
2018,PUBG Mobile,15900480,2915880,5465,42,7869,30,5,5.45,Portuguese
2018,Stardew Valley,15870720,518760,19460,20,2004,30,0,30.59,Portuguese
2018,Z1: Battle Royale,15527220,927720,13408,26,3402,29,1,16.74,Portuguese
2018,Resident Evil 7: Biohazard,15480300,128580,17066,8,1345,29,0,120.39,Portuguese
2018,Dark Souls III,15117480,721500,9472,14,2672,28,1,20.95,Portuguese
2018,SMITE,14988300,1105020,1888,14,2038,28,2,13.56,Portuguese
2018,OVERKILL's The Walking Dead,14349300,47700,22270,15,274,27,0,300.82,Portuguese
2018,Dauntless,13827540,566460,8214,43,2314,26,1,24.41,Portuguese
2018,Overcooked! 2,13813920,31140,30471,11,328,26,0,443.61,Portuguese
2018,State of Decay 2,13696980,248580,23367,45,1193,26,0,55.1,Portuguese
2018,Exanima,13636920,6000,11660,5,36,25,0,2272.82,Portuguese
2018,SOS,13565280,35880,17351,11,317,25,0,378.07,Portuguese
2018,F1 2017,13371180,30600,16201,6,395,25,0,436.97,Portuguese
2018,Call of Duty: WWII,13046400,372480,3959,11,2147,24,0,35.03,Portuguese
2018,The Game Awards,12789480,22140,70043,106,149,24,0,577.66,Portuguese
