,,Channel,Watch time (mins),Stream time (mins),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language,Year
1,https://static-cdn.jtvnw.net/jtv_user_pictures/f4b12683-57ff-4b57-926a-67512b43a7ff-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Gaules,2864206635,495165,139851,5783,3848006,472098,60942513,TRUE,TRUE,Portuguese,2019
2,https://static-cdn.jtvnw.net/jtv_user_pictures/64d44235-1dee-4bca-95da-bee1ee96eea3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,alanzoka,1777130790,94215,69882,18862,6318416,887761,42305225,TRUE,FALSE,Portuguese,2019
3,https://static-cdn.jtvnw.net/jtv_user_pictures/8293c341-9a4a-4052-98b4-049781ae2cc0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,CBLOL,919643655,52020,125774,17678,1560890,170068,39095838,TRUE,FALSE,Portuguese,2019
4,https://static-cdn.jtvnw.net/jtv_user_pictures/e5e89aba-723b-4ba1-852c-d8fba19b1da1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,YoDa,903203100,70440,123796,12821,2399683,242135,24551237,TRUE,FALSE,Portuguese,2019
5,https://static-cdn.jtvnw.net/jtv_user_pictures/044e146b-09ff-449d-b2a1-95a2358ac3a8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,jukes,755819055,58125,31982,13002,1788541,291099,23183813,TRUE,TRUE,Portuguese,2019
6,https://static-cdn.jtvnw.net/jtv_user_pictures/4d2e7f32-73cb-47bd-8152-ca60811dffa6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Rakin,752882295,138225,36614,5446,1614553,249457,23320451,TRUE,FALSE,Portuguese,2019
7,https://static-cdn.jtvnw.net/jtv_user_pictures/e08b13b7-f9c4-401f-9b7a-a6de39297d4c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,mandiocaa1,725447835,170415,19454,4256,312944,216412,14580695,TRUE,TRUE,Portuguese,2019
8,https://static-cdn.jtvnw.net/jtv_user_pictures/5d0f23d2-f73a-488c-8324-cf0eb2b3883b-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,jovirone,667307970,102180,35377,6530,1147622,248065,21259066,TRUE,FALSE,Portuguese,2019
9,https://static-cdn.jtvnw.net/jtv_user_pictures/0595cdd0-65a7-4fa3-996d-323cf3a54be1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Cellbit,523386795,97680,25120,5357,2632315,389142,15677935,TRUE,TRUE,Portuguese,2019
10,https://static-cdn.jtvnw.net/jtv_user_pictures/5bb6bc7d-4371-4f10-8827-7dc925f83230-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,gabepeixe,462958815,231150,7750,2002,1110151,108233,9740353,TRUE,FALSE,Portuguese,2019
