,,Channel,Watch time (mins),Stream time (mins),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language,Year
1,https://static-cdn.jtvnw.net/jtv_user_pictures/1fb918ba71519c23-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,livekiss,792808830,525105,8782,1509,33797,3867,4305419,TRUE,FALSE,Chinese,2019
2,https://static-cdn.jtvnw.net/jtv_user_pictures/uzra-profile_image-e60ae5576fa3fd8a-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Uzra,625362435,209445,11707,2985,231484,28141,17827616,TRUE,FALSE,Chinese,2019
3,https://static-cdn.jtvnw.net/jtv_user_pictures/e496689c-5e8f-44a6-8733-b3c5b6e17e19-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,蝦愛橘子 (shuteye_orange),614845095,329865,6746,1863,155363,42885,17654303,TRUE,TRUE,Chinese,2019
4,https://static-cdn.jtvnw.net/jtv_user_pictures/275e30f1-2acb-41dd-b127-8193727cad6f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,老皮 (mobilmobil),596300550,123000,14679,4847,527489,35497,19068936,TRUE,TRUE,Chinese,2019
5,https://static-cdn.jtvnw.net/jtv_user_pictures/godjj-profile_image-73e3a1dc1807a3ec-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,接接 (godjj),564836250,125400,16212,4503,366117,28459,20955836,TRUE,FALSE,Chinese,2019
6,https://static-cdn.jtvnw.net/jtv_user_pictures/b7304e11-2c97-4e04-b1a2-f820fe7d0549-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,狂暴小建 (a541021),549553815,171465,11799,3204,220978,25880,18863852,TRUE,TRUE,Chinese,2019
7,https://static-cdn.jtvnw.net/jtv_user_pictures/45b5c790-93b8-484f-95c0-45d7e1b2993d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,餐餐自由配 (blusewilly_retry),532920015,97035,39033,5491,437702,46549,17259861,TRUE,FALSE,Chinese,2019
8,https://static-cdn.jtvnw.net/jtv_user_pictures/xargon0731-profile_image-4eda4dc86e93e0e0-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,殺梗 (xargon0731),504276795,159525,14556,3160,323361,31755,19384593,TRUE,FALSE,Chinese,2019
9,https://static-cdn.jtvnw.net/jtv_user_pictures/963d9792-e9de-4b0e-a418-5ffd871dc4ee-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,懶貓 (failverde),470399025,180015,21280,2612,260996,39665,13366518,TRUE,FALSE,Chinese,2019
10,https://static-cdn.jtvnw.net/jtv_user_pictures/garenatw-profile_image-85f32c0eaad8b48e-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,GarenaTW,449134800,26595,85416,16887,399692,45623,15601653,TRUE,FALSE,Chinese,2019
