,,Channel,Watch time (mins),Stream time (mins),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language,Year
1,https://static-cdn.jtvnw.net/jtv_user_pictures/f4b12683-57ff-4b57-926a-67512b43a7ff-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Gaules,7720563330,517155,387315,14928,3847490,1416066,136956383,TRUE,TRUE,Portuguese,2020
2,https://static-cdn.jtvnw.net/jtv_user_pictures/64d44235-1dee-4bca-95da-bee1ee96eea3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,alanzoka,2538944430,104220,139777,24360,6318416,1870473,58894703,TRUE,FALSE,Portuguese,2020
3,https://static-cdn.jtvnw.net/jtv_user_pictures/e5e89aba-723b-4ba1-852c-d8fba19b1da1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,YoDa,1946966685,144030,132814,13517,2399683,423257,43572136,TRUE,FALSE,Portuguese,2020
4,https://static-cdn.jtvnw.net/jtv_user_pictures/2860bc62-377d-40da-918b-470b2afe08e8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,NOBRU,1636223115,70455,293803,23223,3718864,2472631,14071155,TRUE,FALSE,Portuguese,2020
5,https://static-cdn.jtvnw.net/jtv_user_pictures/0595cdd0-65a7-4fa3-996d-323cf3a54be1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Cellbit,1413288615,105360,103686,13413,2631483,1019647,30213894,TRUE,TRUE,Portuguese,2020
6,https://static-cdn.jtvnw.net/jtv_user_pictures/8293c341-9a4a-4052-98b4-049781ae2cc0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,CBLOL,1306112925,36330,255542,35950,1559165,342443,29707341,TRUE,FALSE,Portuguese,2020
7,https://static-cdn.jtvnw.net/jtv_user_pictures/ec5ec8ec-94ec-4a6c-af54-e2ba0bb6edfc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Baiano,1283222505,110145,130745,11649,826533,462094,28545771,TRUE,TRUE,Portuguese,2020
8,https://static-cdn.jtvnw.net/jtv_user_pictures/4d2e7f32-73cb-47bd-8152-ca60811dffa6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Rakin,971366190,162840,51854,5964,1614264,595103,29521851,TRUE,FALSE,Portuguese,2020
9,https://static-cdn.jtvnw.net/jtv_user_pictures/044e146b-09ff-449d-b2a1-95a2358ac3a8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,jukes,736680300,95640,23936,7702,1788541,386321,22629322,TRUE,TRUE,Portuguese,2020
10,https://static-cdn.jtvnw.net/jtv_user_pictures/af0ac122-709c-4766-b336-ba976cc67768-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,JohnPitterTV,694818075,520335,4148,1334,423910,231605,34469430,FALSE,FALSE,Portuguese,2020
